headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
gon,goon,v%inf,The Canon's Yeoman's Tale 1475,data/oxford_txts/CYT_oxford.txt,"I rede,° as for the beste, lete it goon.",BOTH,Infinitive must end in -en or -e,"I rede,° as for the beste, lete it goon.",I rede as for the beste lete it goon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
wenden,wente,v%pt_3,The Friar's Tale 1640,data/oxford_txts/FriT_oxford.txt,"Body and soule, he with the devel wente",BOTH,"Weak pt sg must end in -ed, -d, or -t","Body and soule, he with the devel wente",Body and soule he with the devel wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
reden,rede,v%pr_3,House of Fame 1067,data/oxford_txts/HF_oxford.txt,And also wis God rede me!,BOTH,Present 3rd sg must end in -th,And also wis God rede me!,And also wis God rede me,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%pr_pl,The Merchant's Tale 1972,data/oxford_txts/MerT_oxford.txt,"(For alle thing hath time,° as seyn thise clerkes)",BOTH,Present plural must end in -en or -e,"(For alle thing hath time,° as seyn thise clerkes)",For alle thyng hath tyme as seyn thise clerkes,Present plural must end in -en or -e,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Shipman's Tale 125,data/oxford_txts/ShipT_oxford.txt,"And seide, “Allas, my nece, God forbede",BOTH,Present 3rd sg must end in -th,"And seide, “Allas, my nece, God forbede",And seyde Allas my nece God forbede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
loven,love,v%pr_3,The Knight's Tale 1799,data/oxford_txts/KnT_oxford.txt,"Who may been a fool, but if he love?",BOTH,Present 3rd sg must end in -th,"Who may been a fool, but if he love?",Who may been a fool but if he love,Present 3rd sg must end in -th,Present 3rd sg must end in -th
sweren,sworn,v%ppl,The Wife of Bath's Prologue 640,data/oxford_txts/WBPro_oxford.txt,"From hous to hous, although he had it sworn.°",BOTH,Strong participle must end in -en or -e,"From hous to hous, although he had it sworn.°",From hous to hous although he had it sworn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
don,doon,v%inf,Book of the Duchess 374,data/oxford_txts/BD_oxford.txt,As to huntinge fel to doon.°,BOTH,Infinitive must end in -en or -e,As to huntinge fel to doon.°,As to huntynge fil to doon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
dien,deide,v%pt_3,The Miller's Tale 3427,data/oxford_txts/MilT_oxford.txt,God shilde° that he deide sodeinly!,BOTH,"Weak pt sg must end in -ed, -d, or -t",God shilde° that he deide sodeinly!,God shilde that he deyde sodeynly,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Troilus and Criseyde; Book V 876,data/oxford_txts/TC5_oxford.txt,“Can I not seyn what may the cause be,BOTH,Infinitive must end in -en or -e,“Can I not seyn what may the cause be,Kan I nat seyn what may the cause be,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,be,v%pr_3,Troilus and Criseyde; Book II 17,data/oxford_txts/TC2_oxford.txt,"Disblameth me, if any word be lame",BOTH,Present 3rd sg must end in -th,"Disblameth me, if any word be lame",Disblameth me if any word be lame,Present 3rd sg must end in -th,Present 3rd sg must end in -th
witen,wot,v%pr_3,Troilus and Criseyde; Book III 1357,data/oxford_txts/TC3_oxford.txt,"God wot, the text ful hard is, sooth, to finde",BOTH,Present 3rd sg must end in -th,"God wot, the text ful hard is, sooth, to finde",God woot the text ful hard is soth to fynde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
wenden,wente,v%pt_3,Troilus and Criseyde; Book IV 1419,data/oxford_txts/TC4_oxford.txt,"And that she starf for wo neigh, whan she wente",BOTH,"Weak pt sg must end in -ed, -d, or -t","And that she starf for wo neigh, whan she wente",And that she starf for wo neigh whan she wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
spenden,spente,v%pt_3,The Miller's Tale 3219,data/oxford_txts/MilT_oxford.txt,And thus this swete° clerk his time spente,BOTH,"Weak pt sg must end in -ed, -d, or -t",And thus this swete° clerk his time spente,And thus this sweete clerk his tyme spente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Troilus and Criseyde; Book IV 1200,data/oxford_txts/TC4_oxford.txt,Shal never lover seyn that Troilus,BOTH,Infinitive must end in -en or -e,Shal never lover seyn that Troilus,Shal nevere lovere seyn that Troilus,Infinitive must end in -en or -e,Infinitive must end in -en or -e
listen,list,v%pr_3,Troilus and Criseyde; Book IV 583,data/oxford_txts/TC4_oxford.txt,Don as thee list; but hadde ich it so hote,BOTH,Present 3rd sg must end in -th,Don as thee list; but hadde ich it so hote,Don as the list but hadde ich it so hoote,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book V 94,data/oxford_txts/TC5_oxford.txt,"Thoughte, “Al my labour shal not been on idel",BOTH,Present 3rd sg must end in -th,"Thoughte, “Al my labour shal not been on idel",Thoughte Al my labour shal nat ben on ydel,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 1293,data/oxford_txts/KnT_oxford.txt,"And art a lord, greet is thin avauntage",BOTH,Present 3rd sg must end in -th,"And art a lord, greet is thin avauntage",And art a lord greet is thyn avauntage,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Pardoner's Tale 668,data/oxford_txts/PardT_oxford.txt,What cors is this that passeth heer forby;°,BOTH,Present 3rd sg must end in -th,What cors is this that passeth heer forby;°,What cors is this that passeth heer forby,Present 3rd sg must end in -th,Present 3rd sg must end in -th
witen,woot,v%pr_3,Troilus and Criseyde; Book III 822,data/oxford_txts/TC3_oxford.txt,"Either he woot that thou, joye, art muable",BOTH,Present 3rd sg must end in -th,"Either he woot that thou, joye, art muable",Either he woot that thow joie art muable,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%inf,The Franklin's Tale 1347,data/oxford_txts/FranT_oxford.txt,"For verray° fere unnethe° may she go,°",BOTH,Infinitive must end in -en or -e,"For verray° fere unnethe° may she go,°",For verray feere unnethe may she go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_3,The Knight's Tale 1805,data/oxford_txts/KnT_oxford.txt,"That serven love, for aught° that may bifalle!",BOTH,Present 3rd sg must end in -th,"That serven love, for aught° that may bifalle!",That serven love for aught that may bifalle,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Troilus and Criseyde; Book V 283,data/oxford_txts/TC5_oxford.txt,Although he on his heed it hadde ysworn,BOTH,"Weak pt sg must end in -ed, -d, or -t",Although he on his heed it hadde ysworn,Although he on his hed it hadde sworn,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book IV 381,data/oxford_txts/TC4_oxford.txt,As wisly were it fals as it is trewe,BOTH,Present 3rd sg must end in -th,As wisly were it fals as it is trewe,As wisly were it fals as it is trewe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The General Prologue 447,data/oxford_txts/GP_oxford.txt,Of cloothmaking she hadde swiche an haunt,BOTH,"Weak pt sg must end in -ed, -d, or -t",Of cloothmaking she hadde swiche an haunt,Of cloothmakyng she hadde swich an haunt,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_pl,The Shipman's Tale 205,data/oxford_txts/ShipT_oxford.txt,And lat us dine as soone as that ye may;,BOTH,Present plural must end in -en or -e,And lat us dine as soone as that ye may;,And lat us dyne as soone as that ye may,Present plural must end in -en or -e,Present plural must end in -en or -e
reven,reft,v%ppl,Troilus and Criseyde; Book V 1260,data/oxford_txts/TC5_oxford.txt,"Who hath me reft Criseyde, al my plesaunce?",BOTH,Strong participle must end in -en or -e,"Who hath me reft Criseyde, al my plesaunce?",Who hath me reft Criseyde al my plesaunce,Strong participle must end in -en or -e,Strong participle must end in -en or -e
ben,is,v%pr_3,The Squire's Tale 260,data/oxford_txts/SqT_oxford.txt,"And alle thing, til that the cause is wist.°",BOTH,Present 3rd sg must end in -th,"And alle thing, til that the cause is wist.°",And alle thyng til that the cause is wyst,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Manciple's Tale 302,data/oxford_txts/MancT_oxford.txt,In tokening° that thurgh thee my wif is slain.”,BOTH,Present 3rd sg must end in -th,In tokening° that thurgh thee my wif is slain.”,In tokenynge that thurgh thee my wyf is slayn,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Franklin's Tale 1305,data/oxford_txts/FranT_oxford.txt,That me han holpen° fro my cares colde”:°,BOTH,Present plural must end in -en or -e,That me han holpen° fro my cares colde”:°,That me han holpen fro my cares colde,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Knight's Tale 3044,data/oxford_txts/KnT_oxford.txt,And namely° that to us alle is due.,BOTH,Present 3rd sg must end in -th,And namely° that to us alle is due.,And namely that to us alle is due,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4126,data/oxford_txts/RvT_oxford.txt,"Or make it roum with speche,° as is your gise.”°",BOTH,Present 3rd sg must end in -th,"Or make it roum with speche,° as is your gise.”°",Or make it rowm with speche as is youre gise,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,The Pardoner's Tale 818,data/oxford_txts/PardT_oxford.txt,"What shal we doon, what shal we to him seye?”",BOTH,Infinitive must end in -en or -e,"What shal we doon, what shal we to him seye?”",What shal we doon What shal we to hym seye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,House of Fame 1714,data/oxford_txts/HF_oxford.txt,And wene ye° for to do gode,BOTH,Infinitive must end in -en or -e,And wene ye° for to do gode,And wene ye for to doo good,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Knight's Tale 2968,data/oxford_txts/KnT_oxford.txt,Al stinted° is the moorning and the teres,BOTH,Present 3rd sg must end in -th,Al stinted° is the moorning and the teres,Al stynted is the moornynge and the teres,Present 3rd sg must end in -th,Present 3rd sg must end in -th
bringen,broghte,v%pt_3,Parliament of Fowls 121,data/oxford_txts/PF_oxford.txt,And forth with him unto a gate broghte,BOTH,"Weak pt sg must end in -ed, -d, or -t",And forth with him unto a gate broghte,And forth with hym unto a gate broughte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Book of the Duchess 617,data/oxford_txts/BD_oxford.txt,My boldenesse is turned to shame,BOTH,Present 3rd sg must end in -th,My boldenesse is turned to shame,My boldnesse ys turned to shame,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Pardoner's Tale 867,data/oxford_txts/PardT_oxford.txt,This poison is so strong and violent.”,BOTH,Present 3rd sg must end in -th,This poison is so strong and violent.”,This poysoun is so strong and violent,Present 3rd sg must end in -th,Present 3rd sg must end in -th
trouen,trowe,v%pr_3,The Squire's Tale 607,data/oxford_txts/SqT_oxford.txt,I trowe he hadde thilke text in minde,BOTH,Present 3rd sg must end in -th,I trowe he hadde thilke text in minde,I trowe he hadde thilke text in mynde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 2412,data/oxford_txts/MerT_oxford.txt,"¶This Januarie, who is glad but° he?",BOTH,Present 3rd sg must end in -th,"¶This Januarie, who is glad but° he?",This Januarie who is glad but he,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%pr_3,The Wife of Bath's Prologue 476,data/oxford_txts/WBPro_oxford.txt,"Lat go, farwel, the devel go therwith!",BOTH,Present 3rd sg must end in -th,"Lat go, farwel, the devel go therwith!",Lat go Farewel The devel go therwith,Present 3rd sg must end in -th,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,The Knight's Tale 1124,data/oxford_txts/KnT_oxford.txt,"Dispitously° he loked, and answerde:",BOTH,"Weak pt sg must end in -ed, -d, or -t","Dispitously° he loked, and answerde:",Dispitously he looked and answerde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_3,The Canon's Yeoman's Tale 1072,data/oxford_txts/CYT_oxford.txt,How Cristes peple he may to meschief° bringe;,BOTH,Present 3rd sg must end in -th,How Cristes peple he may to meschief° bringe;,How Cristes peple he may to meschief brynge,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book V 325,data/oxford_txts/TC5_oxford.txt,That it is folie for to sorwen thus,BOTH,Present 3rd sg must end in -th,That it is folie for to sorwen thus,That it is folye for to sorwen thus,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 1896,data/oxford_txts/MerT_oxford.txt,As fresh as is the brighte someres° day.,BOTH,Present 3rd sg must end in -th,As fresh as is the brighte someres° day.,As fressh as is the brighte someres day,Present 3rd sg must end in -th,Present 3rd sg must end in -th
saven,save,v%pr_3,The Miller's Tale 3795,data/oxford_txts/MilT_oxford.txt,"My moder yaf it me, so God me save",BOTH,Present 3rd sg must end in -th,"My moder yaf it me, so God me save",My mooder yaf it me so God me save,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1451,data/oxford_txts/TC3_oxford.txt,That night and love han stole and faste ywryen,BOTH,Present plural must end in -en or -e,That night and love han stole and faste ywryen,That nyght and love han stole and faste iwryen,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4207,data/oxford_txts/RvT_oxford.txt,And when this jape is tald another day,BOTH,Present 3rd sg must end in -th,And when this jape is tald another day,And when this jape is tald another day,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Wife of Bath's Prologue 538,data/oxford_txts/WBPro_oxford.txt,I wolde han told his conseil every del.,BOTH,Infinitive must end in -en or -e,I wolde han told his conseil every del.,I wolde han toold his conseil every deel,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_pl,The Knight's Tale 2510,data/oxford_txts/KnT_oxford.txt,"With shorte staves, thikke as they may goon;",BOTH,Present plural must end in -en or -e,"With shorte staves, thikke as they may goon;",With shorte staves thikke as they may goon,Present plural must end in -en or -e,Present plural must end in -en or -e
chargen,charge,v%pr_3,The Summoner's Tale 2026,data/oxford_txts/SumT_oxford.txt,"‘Go lede him to the deeth, I charge thee.’",BOTH,Present 3rd sg must end in -th,"‘Go lede him to the deeth, I charge thee.’",Go lede hym to the deeth I charge thee,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book IV 1457,data/oxford_txts/TC4_oxford.txt,“It is ful hard to halten unespied,BOTH,Present 3rd sg must end in -th,“It is ful hard to halten unespied,It is ful hard to halten unespied,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book IV 482,data/oxford_txts/TC4_oxford.txt,That ‘Him is wors that is fro wele ythrowe,BOTH,Present 3rd sg must end in -th,That ‘Him is wors that is fro wele ythrowe,That hym is wors that is fro wele ythrowe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
