LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book I 415,"Compleine, ywis; thus possed to and fro",compleinen@v%pr_1 iwis@adv thus@adv pushen@v%ppl_abs to@adv1 and@conj from@adv,uSx uS u Su S u S
Troilus and Criseyde; Book I 416,Al sterelees withinne a boot am I,al@adv stereles@adj with-inne@prep a@indef_art bot@n1 ben@v%pr_1 ich@pron%nom,u SuS uSx u S u S
Troilus and Criseyde; Book I 417,"Amid the see, bitwixen windes two",amidde@prep the@def_art se@n1 bitwixe@prep wind@n1%pl two@num_adj,uS u S uSu Su S
Troilus and Criseyde; Book I 418,That in contrarie stonden evermo.,that@pron in@prep contrarie@n stonden@v1%pr_pl ever-mor@adv,u S uSu Su SuS
Troilus and Criseyde; Book I 419,Allas! what is this wonder maladie?,alas@interj what@pron ben@v%pr_3 this@gram_adj wonder@adj maladie@n,uS u S u Su SuS
Troilus and Criseyde; Book I 420,"For hete of cold, for cold of hete, I deie.”",for@prep hot@n1 of@prep cold@n for@prep cold@n of@prep hot@n1 ich@pron%nom dien@v%pr_1,u Sx u S u S u Sx u S
Troilus and Criseyde; Book I 421,And to the god of love thus seide he,and@conj to@prep the@def_art god@n1 of@prep love@n1#propn thus@adv seien@v1%pt_3 he@pron1%nom,u S u S u Sx u Su S
Troilus and Criseyde; Book I 422,"With pitous vois, “O lord, now youres is",with@prep pitous@adj voice@n o@interj lord@n nou@adv youres@pron%pl ben@v%pr_3,u Su S u S u Su S
Troilus and Criseyde; Book I 423,"My spirit, which that oughte youres be.",min@pron%gen spirit@n which@pron that@pron ouen@v%pt_3 youres@pron%pl ben@v%inf,u Su S u Su Su S
Troilus and Criseyde; Book I 424,"Yow thanke I, lord, that han me brought to this;",you@pron%pl_obj thanken@v%pr_1 ich@pron%nom lord@n that@pron haven@v%pr_pl me@pron2%obj bringen@v%ppl to@prep this@pron,u Sx u S u S u S u S
Troilus and Criseyde; Book I 425,"But whether goddesse or womman, ywis",but@conj whether@conj goddesse@n or@conj womman@n iwis@adv,u Su Sux S uS uS
Troilus and Criseyde; Book I 426,"She be, I noot, which that ye do me serve;",she@pron%nom ben@v%pr_3 ich@pron%nom witen@v1%pr_1_neg which@pron that@pron ye@pron%pl_nom don@v1%pr_pl me@pron2%obj serven@v1%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book I 427,But as hir man I wole ay live and sterve.,but@conj as@conj hire@pron1%fem_gen man@n ich@pron%nom willen@v%pr_1 ai@adv liven@v1%inf and@conj sterven@v%inf,u S u S u Sx u Sx u Sx
Troilus and Criseyde; Book I 428,“Ye stonden in hire eyen mightily,ye@pron%pl_nom stonden@v1%pr_pl in@prep hire@pron1%fem_gen eie@n1%pl mightili@adv,u Su S ux Su SuS
Troilus and Criseyde; Book I 429,As in a place unto your vertu digne;,as@conj in@prep a@indef_art place@n unto@prep your@pron%pl_gen vertu@n digne@adj,u S u Sx uS u Su Sx
Troilus and Criseyde; Book I 430,"Wherfore, lord, if my servise or I",wher-for@adv lord@n if@conj min@pron%gen servise@n or@conj ich@pron%nom,uSu S u S uSx u S
Troilus and Criseyde; Book I 431,"May like yow, so beth to me benigne;",mouen@v3%pr_1 liken@v1%inf you@pron%pl_obj so@adv ben@v%imp to@prep me@pron2%obj benigne@adj,u Su S u S u S uSx
Troilus and Criseyde; Book I 432,For min estat royal here I resigne,for@conj min@pron%gen estat@n roial@adj her@adv ich@pron%nom resignen@v%pr_1,u S uS uS ux S uSx
Troilus and Criseyde; Book I 433,"Into hir hond, and with ful humble chere",in-to@prep hire@pron1%fem_gen honde@n and@conj with@prep ful@adv humble@adj chere@n1,uS u S u S u Su Sx
Troilus and Criseyde; Book I 434,"Bicome hir man, as to my lady dere.”",bicomen@v%pr_1 hire@pron1%fem_gen man@n as@conj to@prep min@pron%gen ladie@n dere@adj1,uSx u S u S u Su Sx
Troilus and Criseyde; Book I 435,In him ne deined sparen blood royal,in@prep him@pron%obj in@prep deinen@v1%pt_3 sparen@v%inf blod@n1 roial@adj,u S u Su Su S uS
Troilus and Criseyde; Book I 436,"The fir of love, wherfro God me blesse",the@def_art fir@n of@prep love@n1 --@dash wher-fro@adv god@n1#propn me@pron2%obj blessen@v%pr_3 --@dash,u S u Su Su S u Sx
Troilus and Criseyde; Book I 437,"Ne him forbar in no degree, for al",ne@conj1 him@pron%obj forberen@v%pt_3 in@prep no@gram_adj degre@n for@prep al@gram_adjas_n,u S uS u S uS u S
Troilus and Criseyde; Book I 438,His vertu or his excellent prowesse;,his@pron1%gen vertu@n or@conj his@pron1%gen excellent@adj prouesse@n,u Su S u SuS uSx
Troilus and Criseyde; Book I 439,But held him as his thral lowe in distresse,but@conj holden@v1%pt_3 him@pron%obj as@conj his@pron1%gen thral@n1 loue@adv in@prep distresse@n,u S u S u S ux S uSx
Troilus and Criseyde; Book I 440,And brende him so in sondry wise ay newe,and@conj brennen@v%pt_3 him@pron%obj so@adv in@prep sondri@adj wise@n2 ai@adv neue@adv,u Sx u S u Su Sx u Sx
Troilus and Criseyde; Book I 441,That sixty time a day he loste his hewe.,that@conj sixti@num_adj time@n o@prep2 dai@n he@pron1%nom losen@v2%pt_3 his@pron1%gen heu@n,u Su Sx u S u Sx u Sx
Troilus and Criseyde; Book I 442,"So muche, day by day, his owene thought",so@adv muche@adv dai@n bi@prep dai@n his@pron1%gen ouen@adj thought@n,u Sx u S u S uSu S
Troilus and Criseyde; Book I 443,"For lust to hir, gan quiken and encrese",for@prep lust@n to@prep hire@pron2%fem_obj ginnen@v%pt_3 quiken@v%inf and@conj encresen@v%inf,u S u S u Su S uSx
Troilus and Criseyde; Book I 444,That every other charge he sette at nought;,that@conj everi@pron_gram_adj other@gram_adj charge@n he@pron1%nom setten@v%pt_3 at@prep nought@pron,u SuS u Sx u Sx u S
Troilus and Criseyde; Book I 445,"Forthy ful ofte, his hote fir to cese",for-thi@adv&conj ful@adv ofte@adv his@pron1%gen hot@adj fir@n to@part cesen@v%inf,uS u Sx u Su S u Sx
Troilus and Criseyde; Book I 446,To seen hir goodly look he gan to prese;,to@part sen@v1%inf hire@pron1%fem_gen godli@adj2 lok@n4 he@pron1%nom ginnen@v%pt_3 to@part pressen@v%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book I 447,For therby to ben esed wel he wende,for@conj ther-bi@adv to@part ben@v%inf esen@v%ppl wel@adv he@pron1%nom wenen@v2%pt_3,u Su S u Su S u Sx
Troilus and Criseyde; Book I 448,"And ay the ner he was, the more he brende.",and@conj ai@adv the@adv nerre@adj%comp he@pron1%nom ben@v%pt_3 the@adv more@adv%comp he@pron1%nom brennen@v%pt_3,u S u S u S u Sx u Sx
Troilus and Criseyde; Book I 449,"For ay the ner the fir, the hotter is",for@conj ai@adv the@adv nerre@adj%comp the@def_art fir@n the@adv hot@adj%comp ben@v%pr_3 --@dash,u S u S u S u Su S
Troilus and Criseyde; Book I 450,"This, trowe I, knoweth al this companie.",this@pron trouen@v%pr_1 ich@pron%nom knouen@v%pr_3 al@gram_adj this@pron compaignie@n,u Sx u Su S u SuS
Troilus and Criseyde; Book I 451,"But were he fer or neer, I dar seye this",but@conj ben@v%pt_3 he@pron1%nom fer@adv or@conj ner@adj ich@pron%nom durren@v%pr_1 seien@v1%inf this@pron,u Sx u S u S u S u S
Troilus and Criseyde; Book I 452,"By night or day, for wisdom or folie",bi@prep night@n or@conj dai@n for@prep wisdom@n or@conj folie@n,u S u S u Su S uS
Troilus and Criseyde; Book I 453,"His herte, which that is his brestes ye",his@pron1%gen herte@n which@pron that@pron ben@v%pr_3 his@pron1%gen brest@n1%gen eie@n1,u Su S u S u Su S
Troilus and Criseyde; Book I 454,"Was ay on hir, that fairer was to sene",ben@v%pt_3 ai@adv on@prep hire@pron2%fem_obj that@pron fair@adj%comp ben@v%pt_3 to@part sen@v1%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book I 455,Than ever was Eleine or Polixene.,than@conj ever@adv ben@v%pt_3 eleine@n1#propn or@conj polixena@n#propn,u Su S uSx u SuSx
Troilus and Criseyde; Book I 456,Eek of the day ther passed nought an houre,ek@adv of@prep the@def_art dai@n ther@adv passen@v%pt_3 nought@adv a@indef_art houre@n,u S u S u Su S u Sx
Troilus and Criseyde; Book I 457,That to himself a thousand time he seide,that@conj to@prep him-self@pron a@indef_art thousand@num_adj time@n he@pron1%nom seien@v1%pt_3,u S uS u Su Sx u Sx
Troilus and Criseyde; Book I 458,"“Good goodly, to whom serve I and laboure",god@adj godli@adj2#n to@prep whom@pron%obj serven@v1%pr_1 ich@pron%nom and@conj labouren@v%pr_1,u Su S u Sx u S uSx
Troilus and Criseyde; Book I 459,"As I best can, now wolde God, Criseyde",as@conj ich@pron%nom best@adv%sup connen@v%pr_1 nou@adv willen@v%pt_3 god@n1#propn criseyde@n#propn,u S u S u Su S uSx
Troilus and Criseyde; Book I 460,Ye wolden on me rewe er that I deide!,ye@pron%pl_nom willen@v%pt_pl on@prep me@pron2%obj reuen@v1%inf er@conj1 that@part ich@pron%nom dien@v%pr_1,u Su S u Sx u S u Sx
Troilus and Criseyde; Book I 461,"My dere herte, allas! min hele and hewe",min@pron%gen dere@adj1 herte@n alas@interj min@pron%gen hele@n1 and@conj heu@n,u Su Sx uS u Sx u Sx
Troilus and Criseyde; Book I 462,"And lif is lost, but ye wole on me rewe.”",and@conj lif@n ben@v%pr_3 losen@v2%ppl but@conj ye@pron%pl_nom willen@v%pr_pl on@prep me@pron2%obj reuen@v1%inf,u S u S u S ux S u Sx
Troilus and Criseyde; Book I 463,Alle othere dredes weren from him fledde,al@gram_adj other@gram_adj drede@n%pl ben@v%pt_pl from@prep him@pron%obj flen@v1%ppl,ux Sux Su Su S u Sx
Troilus and Criseyde; Book I 464,Bothe of the assege and his savacioun;,bothe@num_conj of@prep the@def_art assege@n and@conj his@pron1%gen savacioun@n,      
Troilus and Criseyde; Book I 465,Ne in him desir noon othere fownes bredde,ne@conj1 in@prep him@pron%obj desir@n non@gram_adj other@gram_adj foun@n%pl breden@v3%pt_3,u S u Su S uSx ux Sx
Troilus and Criseyde; Book I 466,But arguments to this conclusioun,but@conj argument@n%pl to@prep this@pron conclusioun@n,u SuS u S uSuS
Troilus and Criseyde; Book I 467,That she on him wolde han compassioun,that@conj she@pron%nom in@prep him@pron%obj willen@v%pt_3 haven@v%inf compassioun@n,u x S u Su S uSuS
Troilus and Criseyde; Book I 468,"And he to be hir man, whil he may dure;",and@conj he@pron1%nom to@part ben@v%inf hire@pron1%fem_gen man@n whil@conj he@pron1%nom mouen@v3%pr_3 duren@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book I 469,"Lo, here his lif, and from the deeth his cure!",lo@interj her@adv his@pron1%gen lif@n and@conj from@prep the@def_art deth@n his@pron1%gen cure@n1,u Sx u S u S u S u Sx
Troilus and Criseyde; Book I 470,The sharpe shoures felle of armes preve,the@def_art sharp@adj shour@n%pl fel@adj of@prep armes@n%pl preve@n,u Su Su Sx u Su Sx
Troilus and Criseyde; Book I 471,That Ector or his othere bretheren diden,that@pron ector@n#propn or@conj his@pron1%gen other@gram_adj brother@n%pl don@v1%pt_pl,u Su S u Sux SuS ux
Troilus and Criseyde; Book I 472,Ne made him only therfore ones meve;,ne@conj1 maken@v1%pt_3 him@pron%obj onli@adj ther-fore@adv ones@adv meven@v%inf,u Sx u Su Sux Su Sx
Troilus and Criseyde; Book I 473,"And yet was he, wherso men wente or riden",and@conj yet@adv ben@v%pt_3 he@pron1%nom wher-so@adv man@n%pl wenden@v%pt_pl or@conj riden@v%pt_pl,u S u S uS u Sx u Su
Troilus and Criseyde; Book I 474,"Founde oon the best, and lengest time abiden",finden@v%ppl on@pron the@def_art best@adjas_n%sup and@conj long@adj1%sup time@n abiden@v%ppl_abs,ux S u S u Su Sx uSu
Troilus and Criseyde; Book I 475,"Ther peril was, and dide eek such travaile",ther@adv peril@n ben@v%pt_3 and@conj don@v1%pt_3 ek@adv swich@gram_adj travail@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book I 476,"In armes, that to thenke it was mervaile.",in@prep armes@n%pl that@conj to@part thinken@v2%inf hit@pron ben@v%pt_3 merveille@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book I 477,But for non hate he to the Grekes hadde,but@conj for@prep non@gram_adj hate@n he@pron1%nom to@prep the@def_art grek@n%pl haven@v%pt_pl,u S u Sx u S u Su Sx
Troilus and Criseyde; Book I 478,Ne also for the rescous of the toun,ne@conj1 also@adv for@prep the@def_art rescous@n of@prep the@def_art toun@n,u Su S u Su S u S
Troilus and Criseyde; Book I 479,Ne made him thus in armes for to madde,ne@conj1 maken@v1%pt_3 him@pron%obj thus@adv in@prep armes@n%pl for@prep#adv to@part madden@v%inf,u Sx u S u Su S u Sx
Troilus and Criseyde; Book I 480,"But only, lo, for this conclusioun",but@conj onli@adv lo@interj for@prep this@gram_adj conclusioun@n,u Su S u S uSuS
Troilus and Criseyde; Book I 481,To liken hir the bet for his renoun;,to@part liken@v1%inf hire@pron2%fem_obj the@adv bet@adv%comp for@prep his@pron1%gen renoun@n,u Su S u S u S uS
Troilus and Criseyde; Book I 482,Fro day to day in armes so he spedde,from@prep dai@n to@prep dai@n in@prep armes@n%pl so@adv he@pron1%nom speden@v%pt_3,u S u S u Su S u Sx
Troilus and Criseyde; Book I 483,That al the Grekes as the deeth him dredde.,that@conj al@gram_adj the@def_art grek@n%pl as@conj the@def_art deth@n him@pron%obj dreden@v%pt_pl,u S u Su S u S u Sx
Troilus and Criseyde; Book I 484,And fro this forth tho refte him love his sleep,and@conj from@prep this@pron forth@adv tho@adv reven@v%pt_3 him@pron%obj love@n1 his@pron1%gen slep@n,u S u S u Sx u Sx u S
Troilus and Criseyde; Book I 485,And made his mete his foo; and eek his sorwe,and@conj maken@v1%pt_3 his@pron1%gen mete@n1 his@pron1%gen fo@n and@conj ek@adv his@pron1%gen sorwe@n,u Sx u Sx u S u S u Sx
Troilus and Criseyde; Book I 486,"Gan multiplie, that, whoso toke keep",ginnen@v%pt_3 multiplien@v%inf that@conj who-so@pron%nom taken@v%pt_3 kep@n,u SuS u Su Su S
Troilus and Criseyde; Book I 487,"It shewed in his hewe, bothe eve and morwe;",hit@pron sheuen@v1%pt_3 in@prep his@pron1%gen heu@n bothe@num_conj even@n and@conj morwe@n,u Su S u Sx ux Sx u Sx
Troilus and Criseyde; Book I 488,Therfor a title he gan him for to borwe,ther-fore@adv a@indef_art title@n he@pron1%nom ginnen@v%pt_3 him@pron%obj for@prep#adv to@part borwen@v%inf,uS u Sx u S u S u Sx
Troilus and Criseyde; Book I 489,"Of other siknesse, lest of him men wende",of@prep other@gram_adj siknesse@n leste@conj of@prep him@pron%obj man@n%pl wenen@v2%pt_pl,u Su Sux S u S u Sx
Troilus and Criseyde; Book I 490,That the hote fir of love him brende.,that@conj the@def_art hot@adj fir@n of@prep love@n1 him@pron%obj brennen@v%pt_3,S u Su S u Sx u Sx
Troilus and Criseyde; Book I 491,"And seide, he hadde a fever and ferde amis;",and@conj seien@v1%pt_3 he@pron1%nom haven@v%pt_3 a@indef_art fever@n and@conj faren@v%pt_3 amis@adv,u Sx u Sx u Sx u Sx uS
Troilus and Criseyde; Book I 492,"But how it was, certain, can I not seye",but@conj hou@adv&conj hit@pron ben@v%pt_3 certain@adv connen@v%pr_1 ich@pron%nom not@adv seien@v1%inf,u S u S uS u S u S
Troilus and Criseyde; Book I 493,If that his lady understood not this,if@conj that@part his@pron1%gen ladie@n understonden@v%pt_3 not@adv this@pron,u S u Su SuS u S
Troilus and Criseyde; Book I 494,"Or feined hir she niste, oon of the tweie;",or@conj feinen@v%pt_3 hire@pron2%fem_obj she@pron%nom witen@v1%pt_3_neg on@pron of@prep the@def_art twein@num_n,u Su S u Sx u S u S
Troilus and Criseyde; Book I 495,"But wel I rede that, by no maner weie",but@conj wel@adv ich@pron%nom reden@v1%pr_1 that@conj bi@prep no@gram_adj manere@n#adj wei@n,u S u Sx u S u Su S
Troilus and Criseyde; Book I 496,Ne semed it as that she of him roughte,ne@adv semen@v2%pt_3 hit@pron as@conj that@conj she@pron%nom of@prep him@pron%obj recchen@v2%pt_3,u Su S u S u S u Sx
Troilus and Criseyde; Book I 497,"Nor of his peine, or whatsoever he thoughte.",nor@conj of@prep his@pron1%gen peine@n or@conj what-so-ever@pron he@pron1%nom thinken@v2%pt_3,u S u Sx u SuSx u Sx
Troilus and Criseyde; Book I 498,But than fel to this Troilus such wo,but@conj thanne@adv fallen@v%pt_3 to@prep this@gram_adj troilus@n#propn swich@gram_adj wo@n,u S u S u SuS u S
Troilus and Criseyde; Book I 499,That he was wel neigh wood; for ay his drede,that@conj he@pron1%nom ben@v%pt_3 wel@adv neigh@adv wod@adj for@conj ai@adv his@pron1%gen drede@n,u S u S u S u S u Sx
Troilus and Criseyde; Book I 500,"Was this, that she som wight had loved so",ben@v%pt_3 this@pron that@conj she@pron%nom som@gram_adj wight@n haven@v%pt_3 loven@v1%ppl so@adv,u S u S u S u Su S
Troilus and Criseyde; Book I 501,That never of him she wolde have taken hede;,that@conj never@adv of@prep him@pron%obj she@pron%nom willen@v%pt_3 haven@v%inf taken@v%ppl hed@n2,u Su S u x Sx ux Su Sx
Troilus and Criseyde; Book I 502,For which him thoughte he felte his herte blede.,for@prep which@pron him@pron%obj thinken@v1%pt_3 he@pron1%nom felen@v1%pt_3 his@pron1%gen herte@n bleden@v%inf,u S u Sx u Sx u Su Sx
Troilus and Criseyde; Book I 503,Ne of his wo ne dorste he not biginne,ne@conj1 of@prep his@pron1%gen wo@n ne@adv durren@v%pt_3 he@pron1%nom not@adv biginnen@v%inf,u S u S u Sx u S uSx
Troilus and Criseyde; Book I 504,"To tellen it, for al this world to winne.",to@part tellen@v%inf hit@pron for@conj al@gram_adj this@gram_adj world@n to@part winnen@v%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book I 505,But whanne he hadde a space fro his care,but@conj whan@adv&conj he@pron1%nom haven@v%pt_3 a@indef_art space@n from@prep his@pron1%gen care@n1,u Sx u Sx u Su S u Sx
Troilus and Criseyde; Book I 506,Thus to himself ful ofte he gan to pleine;,thus@adv to@prep him-self@pron ful@adv ofte@adv he@pron1%nom ginnen@v%pt_3 to@part pleinen@v%inf,u S uS u Sx u S u Sx
Troilus and Criseyde; Book I 507,"He saide, “O fool, now art thou in the snare",he@pron1%nom seien@v1%pt_3 o@interj fol@n nou@adv ben@v%pr_2 thou@pron%nom nou@adv the@def_art snare@n,u Sx u S u S u S u Sx
Troilus and Criseyde; Book I 508,That whilom japedest at loves peine;,that@pron whilom@adv japen@v%pt_2 at@prep love@n1%gen peine@n,u Su SuS u Su Sx
Troilus and Criseyde; Book I 509,"Now artow hent, now gnaw thin owene cheine;",nou@adv ben@v%pr_2_pron henten@v%ppl nou@adv gnauen@v%imp thin@pron%gen ouen@adj chaine@n,u Su S u S u Sux Sx
Troilus and Criseyde; Book I 510,Thou were ay wont eche lovere reprehende,thou@pron%nom ben@v%pt_2 ai@adv wonen@v1%ppl ech@pron_gram_adj lovere@n2 reprehenden@v%inf,u Sx u S ux Sux SuSx
Troilus and Criseyde; Book I 511,Of thing fro which thou canst thee nat defende.,of@prep thing@n from@prep which@pron thou@pron%nom connen@v%pr_2 the@pron2%obj not@adv defenden@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book I 512,“What wol now every lover seyn of thee,what@pron willen@v%pr_3 nou@adv everi@pron_gram_adj lovere@n2 seien@v1%inf of@prep the@pron2%obj,u S u SuS ux S u S
Troilus and Criseyde; Book I 513,"If this be wist, but ever in thin absence",if@conj this@pron ben@v%pr_3 witen@v1%ppl but@conj ever@adv in@prep thin@pron%gen absence@n,u S u S u S u S uSx
Troilus and Criseyde; Book I 514,"Laughen in scorn, and seyn, ‘Lo, ther gooth he",laughen@v%inf in@prep scorn@n and@conj seien@v1%inf lo@interj ther@adv gon@v%pr_3 he@pron1%nom,uS u S u S u S u S
Troilus and Criseyde; Book I 515,That is the man of so gret sapience,that@pron ben@v%pr_3 the@def_art man@n of@prep so@adv gret@adj sapience@n,u S u S u S u SuSx
Troilus and Criseyde; Book I 516,That held us loveres leest in reverence!,that@pron holden@v1%pt_3 us@pron%pl_obj lovere@n2%pl leste@adv%sup in@prep reverence@n,u S u SuS u S uxSx
Troilus and Criseyde; Book I 517,"Now, thonked be God, he may goon in the daunce",nou@adv thanken@v%ppl_abs ben@v%inf god@n1#propn he@pron1%nom mouen@v3%pr_3 gon@v%inf in@prep the@def_art daunce@n,u Sx u S u S u S u Sx
Troilus and Criseyde; Book I 518,Of hem that Love list febly for to avaunce!’,of@prep hem@pron%pl_obj that@pron love@n1#propn listen@v1%pr_3 febliche@adv for@prep#adv to@part avauncen@v%inf,u S u Sx u Su S x uSx
Troilus and Criseyde; Book I 519,"“But, O thou woful Troilus, God wolde",but@conj o@interj thou@pron%nom woful@adj troilus@n#propn god@n1#propn willen@v%pt_3,u S u Su SuS u Sx
Troilus and Criseyde; Book I 520,Sin thow most loven thurgh thy destinee,sin@conj thou@pron%nom moten@v2%pt_2 loven@v1%inf thurgh@prep thin@pron%gen destine@n,u S u Su S u SuS
