LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book V 411,"If thou thus ligge a day, or two, or three",if@conj thou@pron%nom thus@adv lien@v1%pr_2 a@indef_art dai@n or@conj two@num_adj or@conj thre@num_adj,u S u Sx u S u S u S
Troilus and Criseyde; Book V 412,"The folk wol wene that thou, for cowardise",the@def_art folk@n willen@v%pr_3 wenen@v2%inf that@conj thou@pron%nom for@prep couardise@n,u S u Sx u S u SuSx
Troilus and Criseyde; Book V 413,"Thee feinest sik, and that thou darst not rise.”",the@pron2%obj feinen@v%pr_2 sik@adj and@conj that@conj thou@pron%nom durren@v%pr_2 not@adv risen@v%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book V 414,"This Troilus answerde, “O brother dere",this@gram_adj troilus@n#propn answeren@v%pt_3 o@interj brother@n dere@adj1,u SuS uSx u Su Sx
Troilus and Criseyde; Book V 415,This knowen folk that han ysuffred peine,this@pron knouen@v%pr_pl folk@n that@pron haven@v%pr_pl sufferen@v%ppl peine@n,u Su S u S uSu Sx
Troilus and Criseyde; Book V 416,That though he wepe and make sorwful chere,that@conj though@conj he@pron1%nom wepen@v%pr_3 and@conj maken@v1%pr_3 sorweful@adj chere@n1,u S u Sx u Su Su Sx
Troilus and Criseyde; Book V 417,That feleth harm and smert in every veine,that@pron felen@v1%pr_3 harm@n and@conj smerte@n in@prep everi@pron_gram_adj veine@n,u Su S u S u Sxu Sx
Troilus and Criseyde; Book V 418,No wonder is; and though I ever pleine,no@gram_adj wonder@n ben@v%pr_3 and@conj though@conj ich@pron%nom ever@adv pleinen@v%pr_1,u Su S u S u Su Sx
Troilus and Criseyde; Book V 419,"Or alwey wepe, I am nothing to blame",or@conj al-wei@adv wepen@v%pr_1 ich@pron%nom ben@v%pr_1 no-thing@pron to@part blamen@v%inf,u Su Sx u S uS u Sx
Troilus and Criseyde; Book V 420,Sin I have lost the cause of al my game.,sin@conj ich@pron%nom haven@v%pr_1 losen@v2%ppl the@def_art cause@n of@prep al@gram_adj min@pron%gen game@n,u S ux S u Sx u S u Sx
Troilus and Criseyde; Book V 421,“But sin of fine force I moot arise,but@conj sin@conj of@prep fin@adj force@n ich@pron%nom moten@v2%pr_1 arisen@v%inf,u S u Su Sx u S uSx
Troilus and Criseyde; Book V 422,"I shal arise, as sone as ever I may;",ich@pron%nom shulen@v1%pr_1 arisen@v%inf as@conj sone@adv as@conj ever@adv ich@pron%nom mouen@v3%pr_1,u S uSx u Sx u S u S
Troilus and Criseyde; Book V 423,"And God, to whom min herte I sacrifise",and@conj god@n1#propn to@prep whom@pron%obj min@pron%gen herte@n ich@pron%nom sacrificen@v%pr_1,u S u S u Sx u SuSx
Troilus and Criseyde; Book V 424,So sende us hastely the tenthe day!,so@adv senden@v2%pr_3 us@pron%pl_obj hastilie@adv the@def_art tenthe@num_adj dai@n,u Sx u SuS u Su S
Troilus and Criseyde; Book V 425,For was ther never fowl so fain of May,for@conj ben@v%pt_3 ther@adv never@adv foul@n so@adv fain@adj of@prep mai@n2,u S u Su S u S u S
Troilus and Criseyde; Book V 426,"As I shal been, whan that she cometh in Troye",as@conj ich@pron%nom shulen@v1%pr_1 ben@v%inf whan@adv&conj that@part she@pron%nom comen@v%pr_3 in@prep troie@n1#propn,u S u S u S x ux S uS
Troilus and Criseyde; Book V 427,That cause is of my torment and my joye.,that@pron cause@n ben@v%pr_3 of@prep min@pron%gen torment@n and@conj min@pron%gen joie@n,        
Troilus and Criseyde; Book V 428,"“But whider is thy reed,” quod Troilus",but@conj whider@adv ben@v%pr_3 thin@pron%gen red@n1 quethen@v%pt_3 troilus@n#propn,u Su S u S u SuS
Troilus and Criseyde; Book V 429,“That we may pleye us best in al this toun?”,that@conj we@pron%pl_nom mouen@v3%pr_pl pleien@v1%inf us@pron%pl_obj best@adv%sup in@prep al@gram_adj this@gram_adj toun@n,u S u S u S u S u S
Troilus and Criseyde; Book V 430,"“By God, my conseil is,” quod Pandarus",bi@prep god@n1#propn min@pron%gen counseil@n ben@v%pr_3 quethen@v%pt_3 pandare@n#propn,u S u Su S u SuS
Troilus and Criseyde; Book V 431,“To ride and pleye us with king Sarpedoun.”,to@part riden@v%inf and@conj pleien@v1%inf us@pron%pl_obj with@prep king@n sarpedoun@n#propn,u Sx u S u S u SuS
Troilus and Criseyde; Book V 432,So longe of this they speken up and doun,so@adv longe@adv of@prep this@pron thei@pron%pl_nom speken@v%pr_pl up@adv and@conj doun@adv,u Sx u S u Su S u S
Troilus and Criseyde; Book V 433,Til Troilus gan at the laste assente,til@conj troilus@n#propn ginnen@v%pt_3 at@prep the@def_art laste@adj#n%sup assenten@v%inf,u SuS u S u Sx uSx
Troilus and Criseyde; Book V 434,"To rise, and forth to Sarpedoun they wente.",to@part risen@v%inf and@conj forth@adv to@prep sarpedoun@n#propn thei@pron%pl_nom wenden@v%pt_pl,u Sx u S u SuS u Sx
Troilus and Criseyde; Book V 435,"This Sarpedoun, as he that honourable",this@gram_adj sarpedoun@n#propn as@conj he@pron1%nom that@pron honourable@adj,u SuS u S u SuSx
Troilus and Criseyde; Book V 436,"Was ever his live, and ful of heigh largesse",ben@v%pt_3 ever@adv his@pron1%gen lif@n and@conj ful@adj of@prep heigh@adj largesse@n,u S u Sx u S u S uSx
Troilus and Criseyde; Book V 437,With al that mighte yserved been on table,with@prep al@gram_adjas_n that@pron mouen@v3%pt_3 serven@v1%ppl ben@v%inf on@prep table@n,u S u Sx uSu S u Sx
Troilus and Criseyde; Book V 438,"That deintee was, al coste it greet richesse",that@pron deinte@adj ben@v%pt_3 al@conj costen@v%pt_3 hit@pron gret@adj richesse@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book V 439,"He fedde hem day by day, that swich noblesse",he@pron1%nom feden@v%pt_3 hem@pron%pl_obj dai@n bi@prep dai@n that@conj swich@gram_adj noblesse@n,u Sx u S u S u S uSx
Troilus and Criseyde; Book V 440,As seiden bothe the moste and eek the leste,as@conj seien@v1%pt_pl bothe@num_conj the@def_art most@n and@conj ek@adv the@def_art leste@adj1#n%sup,u Su Sx u Sx u S u Sx
Troilus and Criseyde; Book V 441,Was never er that day wist at any feste.,ben@v%pt_3 never@adv er@prep that@part dai@n witen@v1%ppl at@prep ani@gram_adj feste@n,u Su S u S u S uS xx
Troilus and Criseyde; Book V 442,Nor in this world ther is non instrument,nor@conj in@prep this@gram_adj world@n ther@adv ben@v%pr_3 non@gram_adj instrument@n,u S u S u S u SuS
Troilus and Criseyde; Book V 443,"Delicious, through wind, or touche of corde",delicious@adj thurgh@prep wind@n1 or@conj touch@n of@prep corde@n,uSuS u S u Sx u Sx
Troilus and Criseyde; Book V 444,As fer as any wight hath ever ywent,as@conj fer@adv as@conj ani@gram_adj wight@n haven@v%pr_3 ever@adv wenen@v2%ppl,u S u Su S u S uS
Troilus and Criseyde; Book V 445,That tonge telle or herte may recorde,that@pron tonge@n2 tellen@v%inf or@conj herte@n mouen@v3%pr_3 recorden@v%inf,u Su Sx u Su S uSx
Troilus and Criseyde; Book V 446,That at that feste it nas wel herd acorde;,that@conj at@prep that@art&gram_adj feste@n hit@pron ben@v%pt_3_neg wel@adv heren@v%ppl accorden@v%inf,u S u Sx u S u S uSx
Troilus and Criseyde; Book V 447,Ne of ladies eek so fair a companie,ne@conj1 of@prep ladie@n%pl ek@adv so@adv fair@adj a@indef_art compaignie@n,       
Troilus and Criseyde; Book V 448,"On daunce, er tho, was never yseyn with yë.",on@prep daunce@n er@prep tho@adv ben@v%pt_3 never@adv isen@v1%ppl with@prep eie@n1,u Sx u S u S uS u S
Troilus and Criseyde; Book V 449,But what availeth this to Troilus,but@conj what@pron availen@v%pr_3 this@pron to@prep troilus@n#propn,u S uSu S u SuS
Troilus and Criseyde; Book V 450,That for his sorwe nothing of it roughte?,that@pron for@prep his@pron1%gen sorwe@n no-thing@pron of@prep hit@pron recchen@v2%pt_3,u S u Su Su S u Sx
Troilus and Criseyde; Book V 451,For ever in oon his herte piëtous,for@conj ever@adv in@prep on@pron his@pron1%gen herte@n pitous@adj,S uS u S u Sx uS
Troilus and Criseyde; Book V 452,Ful bisily Criseyde his lady soughte.,ful@adv bisili@adv criseyde@n#propn his@pron1%gen ladie@n sechen@v%pt_3,u SuS uSx u Su Sx
Troilus and Criseyde; Book V 453,On hir was ever al that his herte thoughte.,on@prep hire@pron2%fem_obj ben@v%pt_3 ever@adv al@gram_adjas_n that@pron his@pron1%gen herte@n thinken@v2%pt_3,u S u Su S u S ux Sx
Troilus and Criseyde; Book V 454,"Now this, now that, so faste imagininge",nou@adv this@pron nou@adv that@pron so@adv faste@adv imaginen@v%prp_abs,u S u S u Sx uSuSx
Troilus and Criseyde; Book V 455,"That glade, ywis, can him no festeyinge.",that@conj gladen@v%inf iwis@adv connen@v%pr_3 him@pron%obj no@gram_adj festinge@ger,u Sx uS u S u SuSx
Troilus and Criseyde; Book V 456,These ladies eek that at this feste been,these@gram_adj%pl ladie@n%pl ek@adv that@pron at@prep this@gram_adj feste@n ben@v%pr_pl,ux SuS u S u S ux S
Troilus and Criseyde; Book V 457,Sin that he saw his lady was aweye,sin@conj that@part he@pron1%nom sen@v1%pt_3 his@pron1%gen ladie@n ben@v%pt_3 awei@adv,       
Troilus and Criseyde; Book V 458,It was his sorwe upon hem for to seen,hit@pron ben@v%pt_3 his@pron1%gen sorwe@n upon@prep hem@pron%pl_obj for@prep#adv to@part sen@v1%inf,u S u Sx uS u S u S
Troilus and Criseyde; Book V 459,Or for to here on instrumentz so pleye.,or@conj for@prep#adv to@part heren@v%inf on@prep instrument@n%pl so@adv pleien@v1%inf,u S u Sx u SuS u S
Troilus and Criseyde; Book V 460,"For she, that of his herte berth the keye",for@conj she@pron%nom that@pron of@prep his@pron1%gen herte@n beren@v1%pr_3 the@def_art keie@n1,u S u S u Su S u S
Troilus and Criseyde; Book V 461,"Was absent, lo, this was his fantasie",ben@v%pt_3 absent@adj lo@interj this@pron ben@v%pt_3 his@pron1%gen fantasie@n --@dash,u Su S u S u SuS
Troilus and Criseyde; Book V 462,That no wight sholde maken melodie.,that@conj no@gram_adj wight@n shulen@v1%pt_3 maken@v1%inf melodie@n,u S u Su Su SuS
Troilus and Criseyde; Book V 463,Nor ther nas houre in al the day or night,nor@conj ther@adv ben@v%pt_3_neg houre@n in@prep al@gram_adj the@def_art dai@n or@conj night@n,u S u Sx u S u S u S
Troilus and Criseyde; Book V 464,Whan he was theras no wight mighte him here,whan@adv&conj he@pron1%nom ben@v%pt_3 ther-as@adv no@gram_adj wight@n mouen@v3%pt_3 him@pron%obj heren@v%inf,u S u Su S u Sx u Sx
Troilus and Criseyde; Book V 465,"That he ne seide, “O lufsom lady bright",that@conj he@pron1%nom ne@adv seien@v1%pt_3 o@interj lofsom@adj ladie@n bright@adj,u S u Sx u Su Su S
Troilus and Criseyde; Book V 466,"How have ye faren, sin that ye were here?",hou@adv&conj haven@v%pr_pl ye@pron%pl_nom faren@v%ppl sin@conj that@part ye@pron%pl_nom ben@v%pt_pl her@adv,u Sx u Su S u S ux Sx
Troilus and Criseyde; Book V 467,"Welcome, ywis, min owene lady dere.”",welcom@adj iwis@adv min@pron%gen ouen@adj ladie@n dere@adj1,uSx uS u Sux Su Sx
Troilus and Criseyde; Book V 468,"But welaway, al this nas but a mase;",but@conj weilawai@interj al@gram_adj this@pron%contr ben@v%pt_3_neg but@conj a@indef_art mase@n,u SuS u S u S u Sx
Troilus and Criseyde; Book V 469,Fortune his howve entended bet to glase.,fortune@n#propn his@pron1%gen houve@n entenden@v%pt_3 bet@adv%comp to@part glasen@v%inf,uSx u Sx uSu S u Sx
Troilus and Criseyde; Book V 470,"The lettres eek, that she of olde time",the@def_art lettre@n%pl ek@adv that@pron she@pron%nom of@prep olde@adj time@n,u Su S u S u Su Sx
Troilus and Criseyde; Book V 471,"Hadde him ysent, he wolde allone rede",haven@v%pt_3 him@pron%obj isenden@v%ppl he@pron1%nom willen@v%pt_3 al-one@adj reden@v1%inf,ux S uS u Sx uSu Sx
Troilus and Criseyde; Book V 472,"An hundred sithe, atwixen noon and prime;",a@indef_art hundred@num_adj sith@n atwixen@prep non@n and@conj prime@n,u Su Sx uSu S u Sx
Troilus and Criseyde; Book V 473,"Refiguringe hir shap, hir womanhede",refiguren@v%prp_abs hire@pron1%fem_gen shape@n hire@pron1%fem_gen wommanhede@n,uSuSx u S u SuSx
Troilus and Criseyde; Book V 474,"Withinne his herte, and every word and dede",with-inne@prep his@pron1%gen herte@n and@conj everi@pron_gram_adj word@n and@conj dede@n,uSx u Sx u Su S u S
Troilus and Criseyde; Book V 475,"That passed was, and thus he droof to an ende",that@pron passen@v%ppl ben@v%pt_3 and@conj thus@adv he@pron1%nom driven@v%pt_3 to@prep a@indef_art ende@n1,u Su S u S u S x u Sx
Troilus and Criseyde; Book V 476,"The ferthe day, and seide, he wolde wende.",the@def_art ferthe@num_adj dai@n and@conj seien@v1%pt_3 he@pron1%nom willen@v%pt_3 wenden@v%inf,u Su S u Sx u Su Sx
Troilus and Criseyde; Book V 477,"And seide, “Leve brother Pandarus",and@conj seien@v1%pt_3 lef@adj brother@n pandare@n#propn,u Su Su Su SuS
Troilus and Criseyde; Book V 478,Intendestow that we shul here bleve,entenden@v%pr_2_pron that@conj we@pron%pl_nom shulen@v1%pr_pl her@adv bileven@v1%inf,uSuS u S u Su Sx
Troilus and Criseyde; Book V 479,Til Sarpedoun wol forth congeyen us?,til@conj sarpedoun@n#propn willen@v%pr_3 forth@adv congeien@v%inf us@pron%pl_obj,u SuS u S uSu S
Troilus and Criseyde; Book V 480,Yet were it fairer that we toke our leve.,yet@adv ben@v%pt_3 hit@pron fair@adj%comp that@conj we@pron%pl_nom taken@v%pt_pl oure@pron%pl_gen leve@n2,u Sx u Su S u Sx u Sx
Troilus and Criseyde; Book V 481,"For Goddes love, lat us now sone at eve",for@prep god@n1#propn%gen love@n1 leten@v%imp us@pron%pl_obj nou@adv sone@adv at@prep even@n,u Su Sx u S u Sx u Sx
Troilus and Criseyde; Book V 482,"Our leve take, and homward lat us torne;",oure@pron%pl_gen leve@n2 taken@v%inf and@conj hom-ward@adv leten@v%imp us@pron%pl_obj turnen@v%inf,u Su Sx u Su S u Sx
Troilus and Criseyde; Book V 483,"For trewely, I nil not thus sojorne.”",for@conj treuli@adv ich@pron%nom willen@v%pr_1_neg not@adv thus@adv sojournen@v%inf,u SuS u S u S uSx
Troilus and Criseyde; Book V 484,"Pandare answerde, “Be we comen hider",pandare@n#propn answeren@v%pt_3 ben@v%pr_pl we@pron%pl_nom comen@v%ppl hider@adv,uSx uSx u S uS uS
Troilus and Criseyde; Book V 485,"To fecchen fir, and rennen hoom ayein?",to@part fecchen@v%inf fir@n and@conj rennen@v1%inf hom@adv ayen@adv,u Su S u Su S uS
Troilus and Criseyde; Book V 486,"God helpe me so, I can not tellen whider",god@n1#propn helpen@v%pr_3 me@pron2%obj so@adv ich@pron%nom connen@v%pr_1 not@adv tellen@v%inf whider@adv,u Sx x u S u S uS uS
Troilus and Criseyde; Book V 487,"We mighten goon, if I shal soothly seyn",we@pron%pl_nom mouen@v3%pt_pl gon@v%inf if@conj ich@pron%nom shulen@v1%pr_1 sothli@adv seien@v1%inf,u Su S u S u Su S
Troilus and Criseyde; Book V 488,Ther any wight is of us more fain,ther@adv ani@gram_adj wight@n ben@v%pr_3 of@prep us@pron%pl_obj more@adv%comp fain@adj,u Su S u S u Su S
Troilus and Criseyde; Book V 489,Than Sarpedoun; and if we hennes hie,than@conj sarpedoun@n#propn and@conj if@conj we@pron%pl_nom hennes@adv hien@v%pr_pl,u SuS u S u Su S
Troilus and Criseyde; Book V 490,"Thus sodeinly, I holde it vilanie",thus@adv sodeinli@adv ich@pron%nom holden@v1%pr_1 hit@pron vileinie@n,u SuS u Sx u SuS
Troilus and Criseyde; Book V 491,“Sin that we seiden that we wolde bleve,sin@conj that@part we@pron%pl_nom seien@v1%pt_pl that@conj we@pron%pl_nom willen@v%pt_pl bileven@v1%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book V 492,"With him a wouke; and now, thus sodeinly",with@prep him@pron%obj a@indef_art weke@n and@conj nou@adv thus@adv sodeinli@adv,u S u Sx u S u SuS
Troilus and Criseyde; Book V 493,The ferthe day to take of him our leve,the@def_art ferthe@num_adj dai@n to@part taken@v%inf of@prep him@pron%obj oure@pron%pl_gen leve@n2 --@dash,u Su S u Sx u S u Sx
Troilus and Criseyde; Book V 494,"He wolde wondren on it, trewely!",he@pron1%nom willen@v%pt_3 wondren@v%inf on@prep hit@pron treuli@adv,u Su Su S u SuS
Troilus and Criseyde; Book V 495,Lat us hold forth our purpos fermely;,leten@v%imp us@pron%pl_obj holden@v1%inf forth@adv oure@pron%pl_gen purpos@n fermeli@adv,u S u S u Su SuS
Troilus and Criseyde; Book V 496,And sin that ye bihighten him to bide,and@conj sin@conj that@part ye@pron%pl_nom bihoten@v%pt_pl him@pron%obj to@part biden@v%inf,u S u S uSu S u Sx
Troilus and Criseyde; Book V 497,"Hold forward now, and after lat us ride.”",holden@v1%imp fore-ward@n nou@adv and@conj after@adv leten@v%imp us@pron%pl_obj riden@v%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book V 498,"Thus Pandarus, with alle peine and wo",thus@adv pandare@n#propn with@prep al@gram_adj peine@n and@conj wo@n,u SuS u Su Sx u S
Troilus and Criseyde; Book V 499,Made him to dwelle; and at the woukes ende,maken@v1%pt_3 him@pron%obj to@part dwellen@v%inf and@conj at@prep the@def_art weke@n%pl ende@n1,ux S u Sx u S u Su Sx
Troilus and Criseyde; Book V 500,Of Sarpedoun they toke hir leve tho,of@prep sarpedoun@n#propn thei@pron%pl_nom taken@v%pt_pl here@pron%pl_gen leve@n2 tho@adv,u SuS u Sx u Su S
Troilus and Criseyde; Book V 501,And on hir wey they spedden hem to wende.,and@conj on@prep here@pron%pl_gen wei@n thei@pron%pl_nom speden@v%pt_pl hem@pron%pl_obj to@part wenden@v%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book V 502,"Quod Troilus, “Now God me grace sende",quethen@v%pt_3 troilus@n#propn nou@adv god@n1#propn me@pron2%obj grace@n senden@v2%imp,u SuS u S u Su Sx
Troilus and Criseyde; Book V 503,"That I may finden, at min homcominge",that@conj ich@pron%nom mouen@v3%pr_1 finden@v%inf at@prep min@pron%gen hom-cominge@n,u S u Su S u SuSx
Troilus and Criseyde; Book V 504,Criseyde comen!” and therwith gan he singe.,criseyde@n#propn comen@v%ppl_abs and@conj ther-with@adv ginnen@v%pt_3 he@pron1%nom singen@v%inf,uSx uS u Su S u Sx
Troilus and Criseyde; Book V 505,"“Ye, haselwode!” thoughte this Pandare",ye@adv haselwode@n thinken@v2%pt_3 this@gram_adj pandare@n#propn,u SuSu Su S uSx
Troilus and Criseyde; Book V 506,And to himself ful softely he seide,and@conj to@prep him-self@pron ful@adv softli@adv he@pron1%nom seien@v1%pt_3,u S uS u SuS u Sx
Troilus and Criseyde; Book V 507,"“God woot, refreiden may this hote fare",god@n1#propn witen@v1%pr_3 refreiden@v%inf mouen@v3%pr_3 this@gram_adj hot@adj fare@n1,u S uSu S u Su Sx
Troilus and Criseyde; Book V 508,Er Calkas sende Troilus Criseyde!”,er@conj1 calkas@n#propn senden@v2%pr_3 troilus@n#propn criseyde@n#propn,u Su Su SuS uSx
Troilus and Criseyde; Book V 509,"But natheles, he japed thus, and seide",but@conj no-the-lesse@adv he@pron1%nom japen@v%pt_3 thus@adv and@conj seien@v1%pt_3,u SuS u Su S u Sx
Troilus and Criseyde; Book V 510,"And swor, ywis, his herte him wel bihighte",and@conj sweren@v%pt_3 iwis@adv his@pron1%gen herte@n him@pron%obj wel@adv bihoten@v%pt_3,u S uS u Sx u S uSx
Troilus and Criseyde; Book V 511,She wolde come as soone as ever she mighte.,she@pron%nom willen@v%pt_3 comen@v%inf as@conj sone@adv as@conj ever@adv she@pron%nom mouen@v3%pt_3,x ux Sx u Su S uS u Sx
Troilus and Criseyde; Book V 512,Whan they unto the paleis were ycomen,whan@adv&conj thei@pron%pl_nom unto@prep the@def_art palais@n ben@v%pt_pl comen@v%ppl,u S uS u Su Sx uSu
Troilus and Criseyde; Book V 513,"Of Troilus, they doun of hors alighte",of@prep troilus@n#propn thei@pron%pl_nom doun@adv of@prep hors@n alighten@v1%pt_pl,u SuS u S u S uSx
Troilus and Criseyde; Book V 514,And to the chambre hir wey than han they nomen.,and@conj to@prep the@def_art chaumbre@n here@pron%pl_gen wei@n thanne@adv haven@v%pr_pl thei@pron%pl_nom nimen@v%ppl,u S u Sx u S u S u Su
Troilus and Criseyde; Book V 515,And into time that it gan to nighte,and@conj in-to@prep time@n that@pron hit@pron ginnen@v%pt_3 to@part nighten@v%inf,u Su Su S u S u Sx
Troilus and Criseyde; Book V 516,They spaken of Crisëyde the brighte.,thei@pron%pl_nom speken@v%pt_pl of@prep criseyde@n#propn the@def_art bright@adj,     
Troilus and Criseyde; Book V 517,"And after this, whan that hem bothe leste",and@conj after@prep this@pron whan@adv&conj that@part hem@pron%pl_obj bothe@num_adj listen@v1%pt_3,u Su S u S u Su Sx
Troilus and Criseyde; Book V 518,They spedde hem fro the soper unto reste.,thei@pron%pl_nom speden@v%pt_pl hem@pron%pl_obj from@prep the@def_art sopere@n1 unto@prep reste@n1,u Sx u S u Su Su Sx
