LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book III 507,"Thise ilke two, Criseyde and Troilus",these@gram_adj%pl ilke@pron_gram_adj two@num_n criseyde@n#propn and@conj troilus@n#propn,ux Su S uSx u SuS
Troilus and Criseyde; Book III 508,"As I have told, and in this time swete",as@conj ich@pron%nom haven@v%pr_1 tellen@v%ppl and@conj in@prep this@gram_adj time@n swete@adj --@dash,u S ux S u S u Su Sx
Troilus and Criseyde; Book III 509,Save only often mighte they not mete,sauf@prep#conj onli@adv often@adv mouen@v3%pt_pl thei@pron%pl_nom not@adv meten@v4%inf,ux Su Su Su S u Sx
Troilus and Criseyde; Book III 510,Ne laiser have hir speches to fulfelle,ne@conj1 leiser@n haven@v%inf here@pron%pl_gen speche@n%pl to@part ful-fillen@v%inf --@dash,u Su Sx u Su S uSx
Troilus and Criseyde; Book III 511,That it befel right as I shal yow telle,that@conj hit@pron bifallen@v%pt_3 righte@adv as@conj ich@pron%nom shulen@v1%pr_1 you@pron%pl_obj tellen@v%inf,u S uS u S u S u Sx
Troilus and Criseyde; Book III 512,"That Pandarus, that ever dide his might",that@conj pandare@n#propn that@pron ever@adv don@v1%pt_3 his@pron1%gen might@n,u SuS u Su Sx u S
Troilus and Criseyde; Book III 513,Right for the fin that I shal speke of here,righte@adv for@prep the@def_art fin@n2 that@pron ich@pron%nom shulen@v1%pr_1 speken@v%inf of@prep her@adv,u S u S u S u Sx u Sx
Troilus and Criseyde; Book III 514,As for to bringe to his hous som night,as@conj for@prep#adv to@part bringen@v%inf to@prep his@pron1%gen hous@n som@gram_adj night@n,u S u Su S u S u S
Troilus and Criseyde; Book III 515,"His faire nece, and Troilus yfere",his@pron1%gen fair@adj nece@n and@conj troilus@n#propn ifere@adv,u Su Sx u SuS uSx
Troilus and Criseyde; Book III 516,Wheras at leiser al this heigh matere,wher-as@adv at@prep leiser@n al@gram_adj this@gram_adj heigh@adj matere@n,uS u Su S u S uSx
Troilus and Criseyde; Book III 517,"Touching hir love, were at the fulle upbounde",touchinge@prep here@pron%pl_gen love@n1 ben@v%pt_3 at@prep the@def_art fulle@n1 upbounde@adj,uS u Sx ux S u Sx uSx
Troilus and Criseyde; Book III 518,Hadde out of doute a time to it founde.,haven@v%pt_3 oute@adv#prep of@prep doute@n a@indef_art time@n to@prep hit@pron finden@v%ppl,ux S u Sx u Su S u Sx
Troilus and Criseyde; Book III 519,For he with greet deliberacioun,for@conj he@pron1%nom with@prep gret@adj deliberacioun@n1,u S u S uSuSuS
Troilus and Criseyde; Book III 520,Hadde every thing that herto mighte availe,haven@v%pt_3 everi@pron_gram_adj thing@n that@pron her-to@adv mouen@v3%pt_3 availen@v%inf,ux Sxu S u Su Sx uSx
Troilus and Criseyde; Book III 521,"Forncast, and put in execucioun",forn-cast@ppl and@conj putten@v%ppl in@prep execucioun@n,uS u S u SuSuS
Troilus and Criseyde; Book III 522,"And neither laft, for cost ne for travaile;",and@conj neither@conj leven@v1%pt_3 for@prep cost@n2 ne@conj1 for@prep travail@n,u Su S u S u S uSx
Troilus and Criseyde; Book III 523,"Come if hem lest, hem sholde no thing faile;",comen@v%pr_pl if@conj hem@pron%pl_obj listen@v1%pr_3 hem@pron%pl_obj shulen@v1%pt_3 no@gram_adj thing@n failen@v%inf,ux S u S u Su S u Sx
Troilus and Criseyde; Book III 524,And for to been in ought espyed there,and@conj for@prep#adv to@part ben@v%inf in@prep ought@pron aspien@v%ppl ther@adv,u S u S u S uSu Sx
Troilus and Criseyde; Book III 525,"That, wiste he wel, an inpossible were.",that@pron witen@v1%pt_3 he@pron1%nom wel@adv a@indef_art impossible@n ben@v%pt_3,u Sx u S u SuSu Sx
Troilus and Criseyde; Book III 526,"Dredelees, it cleer was in the wind",dredeles@adv hit@pron cler@adj ben@v%pt_3 in@prep the@def_art wind@n1,SuS u S u S u S
Troilus and Criseyde; Book III 527,Of every pie and every lette-game;,of@prep everi@pron_gram_adj pie@n1 and@conj everi@pron_gram_adj lette-game@n,u Sxu S u Sxu SuSx
Troilus and Criseyde; Book III 528,"Now al is wel, for al the world is blind",nou@adv al@gram_adjas_n ben@v%pr_3 wel@adj for@conj al@gram_adj the@def_art world@n ben@v%pr_3 blind@adj,u S u S u S u S u S
Troilus and Criseyde; Book III 529,"In this matere, bothe fremed and tame.",in@prep this@gram_adj matere@n bothe@num_conj fremed@adj and@conj tame@adj,u S uSu Sx uS u Sx
Troilus and Criseyde; Book III 530,This timber is al redy up to frame;,this@gram_adj timber@n1 ben@v%pr_3 al@adv redi@adj3 up@adv to@part framen@v2%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book III 531,Us lakketh nought but that we witen wolde,us@pron%pl_obj lakken@v%pr_3 nought@pron but@conj that@conj we@pron%pl_nom witen@v1%inf willen@v%pt_pl,u Su S u S u Su Sx
Troilus and Criseyde; Book III 532,"A certein houre, in which she comen sholde.",a@indef_art certain@adj houre@n in@prep which@pron she@pron%nom comen@v%inf shulen@v1%pt_3,u Su Sx u S u Su Sx
Troilus and Criseyde; Book III 533,"And Troilus, that al this purveiaunce",and@conj troilus@n#propn that@pron al@gram_adj this@gram_adj purveiaunce@n,u SuS u S u SuSx
Troilus and Criseyde; Book III 534,"Knew at the fulle, and waitede on it ay",knouen@v%pt_3 at@prep the@def_art fulle@n1 and@conj waiten@v%pt_3 on@prep hit@pron ai@adv,u S u Sx u Sux S u S
Troilus and Criseyde; Book III 535,Hadde hereupon eek made gret ordenaunce,haven@v%pt_3 her-upon@adv ek@adv maken@v1%ppl gret@adj ordinaunce@n,ux SuS u Sx u SuSx
Troilus and Criseyde; Book III 536,"And founde his cause, and therto his aray",and@conj finden@v%ppl his@pron1%gen cause@n and@conj ther-to@adv his@pron1%gen arrai@n,u Sx u Sx u Su S uS
Troilus and Criseyde; Book III 537,"If that he were missed, night or day",if@conj that@part he@pron1%nom ben@v%pt_3 missen@v1%ppl night@n or@conj dai@n,u S u Su Su S u S
Troilus and Criseyde; Book III 538,Therwhile he was aboute this servise,ther-while@adv he@pron1%nom ben@v%pt_3 abouten@prep this@gram_adj servise@n,uSx u S uSu S uSx
Troilus and Criseyde; Book III 539,That he was goon to doon his sacrifise,that@conj he@pron1%nom ben@v%pt_3 gon@v%ppl to@part don@v1%inf his@pron1%gen sacrifice@n,u S u S u S u SuSx
Troilus and Criseyde; Book III 540,And moste at swich a temple alone wake,and@conj moten@v2%pt_3 at@prep swich@gram_adj a@indef_art temple@n1 al-one@adj waken@v%inf,u Sx u S u Su Sux Sx
Troilus and Criseyde; Book III 541,Answered of Appollo for to be;,answeren@v%ppl of@prep appollin@n#propn for@prep#adv to@part ben@v%inf,uSu S uSu S u S
Troilus and Criseyde; Book III 542,"And first, to seen the holy laurer quake",and@conj first@adv to@part sen@v1%inf the@def_art holi@adj2 laurer@n quaken@v%inf,u S u S u Su Su Sx
Troilus and Criseyde; Book III 543,Er that Apollo spak out of the tree,er@conj1 that@part appollin@n#propn speken@v%pt_3 oute@adv#prep of@prep the@def_art tre@n,u S uSu S u S u S
Troilus and Criseyde; Book III 544,To telle him next whan Grekes sholden flee,to@part tellen@v%inf him@pron%obj nexte@adv%sup whan@adv&conj grek@n%pl shulen@v1%pt_pl flen@v1%inf,u Sx u S u Su Su S
Troilus and Criseyde; Book III 545,"And forthy lette him no man, God forbede",and@conj for-thi@adv&conj letten@v%pr_3 him@pron%obj no@gram_adj man@n god@n1#propn forbeden@v%pr_3,u Su Sx u S u S uSx
Troilus and Criseyde; Book III 546,But preye Apollo helpen in this nede.,but@conj preien@v1%inf appollin@n#propn helpen@v%inf in@prep this@gram_adj nede@n1,u S uSu Su S u Sx
Troilus and Criseyde; Book III 547,Now is ther litel more for to done,nou@adv ben@v%pr_3 ther@adv litel@adv more@n3 for@prep#adv to@part don@v1%inf,u S u Su Su S u Sx
Troilus and Criseyde; Book III 548,"But Pandare up, and shortly for to seyne",but@conj pandare@n#propn up@adv_abs and@conj shortli@adv for@prep#adv to@part seien@v1%inf,u Sux S u Su S u Sx
Troilus and Criseyde; Book III 549,Right sone upon the chaunging of the mone,righte@adv sone@adv upon@prep the@def_art chaunginge@ger of@prep the@def_art mone@n1,u Sx uS u Su S u Sx
Troilus and Criseyde; Book III 550,Whan lightles is the world a night or tweine,whan@adv&conj lightles@adj ben@v%pr_3 the@def_art world@n a@indef_art night@n or@conj twein@num_adj,u Su S u S u S u Sx
Troilus and Criseyde; Book III 551,And that the welken shoop him for to reine,and@conj that@conj the@def_art welken@n shapen@v%pt_3 him@pron%obj for@prep#adv to@part reinen@v1%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book III 552,He streight amorwe unto his nece wente;,he@pron1%nom streight@adv morwe@n unto@prep his@pron1%gen nece@n wenden@v%pt_3,u S uSx uS u Su Sx
Troilus and Criseyde; Book III 553,Ye han wel herd the fin of his entente.,ye@pron%pl_nom haven@v%pr_pl wel@adv heren@v%ppl the@def_art fin@n2 of@prep his@pron1%gen entente@n,u S u S u S u S uSx
Troilus and Criseyde; Book III 554,"Whan he was come, he gan anoon to pleye",whan@adv&conj he@pron1%nom ben@v%pt_3 comen@v%ppl he@pron1%nom ginnen@v%pt_3 an-on@adv to@part pleien@v1%inf,u S u Sx u S uS u S
Troilus and Criseyde; Book III 555,"As he was wont, and at himself to jape;",as@conj he@pron1%nom ben@v%pt_3 wonen@v1%ppl and@conj at@prep him-self@pron to@part japen@v%inf,u S u S u S uS u Sx
Troilus and Criseyde; Book III 556,"And finally, he swor and gan hir seye",and@conj finalli@adv he@pron1%nom sweren@v%pt_3 and@conj ginnen@v%pt_3 hire@pron2%fem_obj seien@v1%inf,u SuS u S u S u S
Troilus and Criseyde; Book III 557,"By this and that, she sholde him not escape",bi@prep this@pron and@conj that@pron she@pron%nom shulen@v1%pt_3 him@pron%obj not@adv escapen@v%inf,u S u S u Sx u S uSx
Troilus and Criseyde; Book III 558,Ne lenger doon him after hir to cape;,ne@conj1 lengere@adv%comp don@v1%inf him@pron%obj after@prep hire@pron2%fem_obj to@part capen@v%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book III 559,"But certeinly she moste, by hir leve",but@conj certainli@adv she@pron%nom moten@v2%pt_3 bi@prep hire@pron1%fem_gen leve@n2,u SuS u Su S u Sx
Troilus and Criseyde; Book III 560,Come soupen in his hous with him at eve.,comen@v%inf soupen@v2%inf in@prep his@pron1%gen hous@n with@prep him@pron%obj at@prep even@n,ux Su S u S u S u Sx
Troilus and Criseyde; Book III 561,"At which she lough, and gan hir fasteexcuse",at@prep which@pron she@pron%nom laughen@v%pt_3 and@conj ginnen@v%pt_3 hire@pron2%fem_obj faste-excusen@v@inf,u S u S u S u SuSx
Troilus and Criseyde; Book III 562,"And seide, “It raineth; lo, how sholde I goon?”",and@conj seien@v1%pt_3 hit@pron reinen@v1%pr_3 lo@interj hou@adv&conj shulen@v1%pt_1 ich@pron%nom gon@v%inf,u Sx u Su S u Sx u S
Troilus and Criseyde; Book III 563,"“Lat be,” quod he, “ne stond not thus to muse;",leten@v%imp ben@v%inf quethen@v%pt_3 he@pron1%nom ne@adv stonden@v1%imp not@adv thus@adv to@part musen@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book III 564,"This moot be doon, ye shal be ther anoon.”",this@pron moten@v2%pr_3 ben@v%inf don@v1%ppl ye@pron%pl_nom shulen@v1%pr_pl ben@v%inf ther@adv an-on@adv,u S u S u S u S uS
Troilus and Criseyde; Book III 565,So at the laste herof they felle at oon,so@adv at@prep the@def_art laste@adj#n%sup her-of@adv thei@pron%pl_nom fallen@v%pt_pl at@prep on@num_adj,u S u Sx uS u Sx u S
Troilus and Criseyde; Book III 566,"Or elles, softe he swor hir in hir ere",or@conj elles@adv softe@adv he@pron1%nom sweren@v%pt_3 hire@pron2%fem_obj in@prep hire@pron1%fem_gen ere@n1,u Su Sx u S u S u Sx
Troilus and Criseyde; Book III 567,He nolde never come ther she were.,he@pron1%nom willen@v%pt_3_neg never@adv comen@v%inf ther@adv she@pron%nom ben@v%pt_3,u Su Su Su S u Sx
Troilus and Criseyde; Book III 568,Soone after this she to him gan to rowne,sone@adv after@prep this@pron she@pron%nom to@prep him@pron%obj ginnen@v%pt_3 to@part rounen@v%inf,ux Su S u S u S u Sx
Troilus and Criseyde; Book III 569,And asked him if Troilus were there?,and@conj asken@v%pt_3 him@pron%obj if@conj troilus@n#propn ben@v%pt_3 ther@adv,u Su S u SuS ux Sx
Troilus and Criseyde; Book III 570,"He swor hir, “Nay, for he was out of towne,”",he@pron1%nom sweren@v%pt_3 hire@pron2%fem_obj nai@interj#n for@conj he@pron1%nom ben@v%pt_3 oute@adv#prep of@prep toun@n,u S u S u S u S u Sx
Troilus and Criseyde; Book III 571,"And seide, “Nece, I pose that he were",and@conj seien@v1%pt_3 nece@n ich@pron%nom posen@v%pr_1 that@conj he@pron1%nom ben@v%pt_3,u Su Sx u Su S u Sx
Troilus and Criseyde; Book III 572,Yow thurfte never have the more fere.,you@pron%pl_obj thurven@v%pr_3 never@adv haven@v%inf the@adv more@adj%comp fer@n1,u Su Su Sx u Su Sx
Troilus and Criseyde; Book III 573,For rather than men mighte him ther aspie,for@conj rathere@adv%comp than@conj man@n%pl mouen@v3%pt_pl him@pron%obj ther@adv aspien@v%inf,u Su S u Sx u S uS
Troilus and Criseyde; Book III 574,Me were lever a thousandfold to die.”,me@pron2%obj ben@v%pt_3 lef@adj%comp a@indef_art thousandfold@adj to@part dien@v%inf,u Sx uS u SuS u S
Troilus and Criseyde; Book III 575,Nought list min auctor fully to declare,nought@adv listen@v1%pr_3 min@pron%gen auctour@n fulli@adv to@part declaren@v%inf,u S u Su Su S uSx
Troilus and Criseyde; Book III 576,What that she thoughte whan he seide so,what@pron that@pron she@pron%nom thinken@v2%pt_3 whan@adv&conj he@pron1%nom seien@v1%pt_3 so@adv,u S u Su S u Su S
Troilus and Criseyde; Book III 577,That Troilus was out of town yfare,that@conj troilus@n#propn ben@v%pt_3 oute@adv#prep of@prep toun@n faren@v%ppl,u SuS u S u S uSx
Troilus and Criseyde; Book III 578,As if he seide therof sooth or no;,as@conj if@conj he@pron1%nom seien@v1%pt_3 ther-of@adv soth@n or@conj no@adv,u S u Su Su S u S
Troilus and Criseyde; Book III 579,"But that, withoute await, with him to go",but@conj that@pron withouten@prep awaite@n with@prep him@pron%obj to@part gon@v%inf,u S uSx uS u S u S
Troilus and Criseyde; Book III 580,"She graunted him, sith he hir that bisoughte",she@pron%nom graunten@v%pt_3 him@pron%obj sitthe@conj he@pron1%nom hire@pron2%fem_obj that@pron bisechen@v%pt_pl,u Su S u S u S uSx
Troilus and Criseyde; Book III 581,"And, as his nece, obeyed as hir oughte.",and@conj as@conj his@pron1%gen nece@n obeien@v%pt_3 as@conj hire@pron2%fem_obj ouen@v%pt_3,u S u Sx uSu S u Sx
Troilus and Criseyde; Book III 582,"But nathelees, yet gan she him biseche",but@conj no-the-lesse@adv yet@adv ginnen@v%pt_3 she@pron%nom him@pron%obj bisechen@v%inf,u SuS u S u S uSx
Troilus and Criseyde; Book III 583,Although with him to goon it was no fere,al-thogh@conj with@prep him@pron%obj to@part gon@v%inf hit@pron ben@v%pt_3 no@gram_adj fer@n1,uS u S u S u S u Sx
Troilus and Criseyde; Book III 584,For to be war of goosish peples speche,for@prep#adv to@part ben@v%inf ware@adj of@prep gosish@adj peple@n%gen speche@n,u S u S u Su Su Sx
Troilus and Criseyde; Book III 585,That dremen thinges which that never were,that@pron dremen@v2%pr_pl thing@n%pl which@pron that@conj never@adv ben@v%pt_3,u Su Su S u Su Sx
Troilus and Criseyde; Book III 586,And wel avise him whom he broughte there;,and@conj wel@adv avisen@v%inf him@pron%obj whom@pron%obj he@pron1%nom bringen@v%pt_3 ther@adv,u S uSx u S u Su Sx
Troilus and Criseyde; Book III 587,"And seide him, “Em, sin I mot on yow triste",and@conj seien@v1%pt_3 him@pron%obj em@n1 sin@conj ich@pron%nom moten@v2%pr_1 on@prep you@pron%pl_obj trusten@v%inf,u Sx u S u S u S u Sx
Troilus and Criseyde; Book III 588,"Loke al be wel, for I do that yow liste.”",loken@v2%imp al@gram_adjas_n ben@v%pr_3 wel@adj as@conj you@pron%pl_obj don@v1%imp and@conj you@pron%pl_obj listen@v1%pr_3,ux S u S u S u S u Sx
Troilus and Criseyde; Book III 589,"He swor hir, “Yis, by stokkes and by stones",he@pron1%nom sweren@v%pt_3 hire@pron2%fem_obj yis@adv bi@prep stok@n1%pl and@conj bi@prep ston@n%pl,u S u S u Su S u Sx
Troilus and Criseyde; Book III 590,And by the goddes that in heven dwelle,and@conj bi@prep the@def_art god@n1%pl that@pron in@prep heven@n dwellen@v%pr_pl,u S u Su S u Su Sx
Troilus and Criseyde; Book III 591,"Or elles were him lever, soule and bones",or@conj elles@adv ben@v%pt_3 him@pron%obj lef@adj%comp soule@n and@conj bon@n1%pl,u Su Sx u Su Sx u Sx
Troilus and Criseyde; Book III 592,With Pluto king as depe been in helle,with@prep pluto@n#propn king@n as@conj depe@adv ben@v%inf in@prep helle@n,u Su S u Su S u Sx
Troilus and Criseyde; Book III 593,As Tantalus!” What sholde I more telle?,as@conj tantalus@n#propn --@dash what@pron shulen@v1%pt_1 ich@pron%nom more@n3 tellen@v%inf,u SuS u Sx u Su Sx
Troilus and Criseyde; Book III 594,"Whan al was wel, he roos and took his leve",whan@adv&conj al@gram_adjas_n ben@v%pt_3 wel@adj he@pron1%nom risen@v%pt_3 and@conj taken@v%pt_3 his@pron1%gen leve@n2,u S u S u S u S u Sx
Troilus and Criseyde; Book III 595,"And she to souper com, whan it was eve",and@conj she@pron%nom to@prep sopere@n1 comen@v%pt_3 whan@adv&conj hit@pron ben@v%pt_3 even@n,u S u Su S u S u Sx
Troilus and Criseyde; Book III 596,With a certain of hir owne men,with@prep a@indef_art certain@n of@prep hire@pron1%fem_gen ouen@adj man@n%pl,S u Su S u Su S
Troilus and Criseyde; Book III 597,And with hir faire nece Antigone,and@conj with@prep hire@pron1%fem_gen fair@adj nece@n antigone@n#propn,u S u Su Su SuSx
Troilus and Criseyde; Book III 598,And othere of hir wommen nine or ten;,and@conj other@pron of@prep hire@pron1%fem_gen womman@n%pl nin@num_adj or@conj ten@num_adj,u Sux S u Su Sx u S
Troilus and Criseyde; Book III 599,"But who was glad now, who, as trowe ye",but@conj who@pron%nom ben@v%pt_3 glad@adj nou@adv who@pron%nom as@conj trouen@v%pr_pl ye@pron%pl_nom,u S u S u S u Su S
Troilus and Criseyde; Book III 600,"But Troilus, that stood and mighte it see",but@conj troilus@n#propn that@pron stonden@v1%pt_3 and@conj mouen@v3%pt_3 hit@pron sen@v1%inf,u SuS u S u Sx u S
Troilus and Criseyde; Book III 601,Thurghout a litel windowe in a stewe,thurgh-oute@prep a@indef_art litel@adj windoue@n in@prep a@indef_art steue@n2,uS u Su Sux S u Sx
Troilus and Criseyde; Book III 602,"Ther he bishet, sin midnight, was in mewe",ther@adv he@pron1%nom bishetten@v%ppl sin@prep mid-night@n ben@v%pt_3 in@prep meue@n1,u S uS u Su S u Sx
Troilus and Criseyde; Book III 603,Unwist of every wight but of Pandare?,unwist@adj of@prep everi@pron_gram_adj wight@n but@conj of@prep pandare@n#propn,uS u Sxu S u S uSx
Troilus and Criseyde; Book III 604,But to the point; now whan she was ycome,but@conj to@prep the@def_art pointe@n1 nou@adv whan@adv&conj she@pron%nom ben@v%pt_3 comen@v%ppl,u S u S u S u S uSx
Troilus and Criseyde; Book III 605,"With alle joye, and alle frendes fare",with@prep al@gram_adj joie@n and@conj al@gram_adj frend@n%gen fare@n1,u Sx uS u Su Su Sx
Troilus and Criseyde; Book III 606,Hir em anoon in armes hath hir nome,hire@pron1%fem_gen em@n1 an-on@adv in@prep arm@n%pl haven@v%pr_3 hire@pron2%fem_obj nimen@v%ppl,u S uS u Su S u Sx
Troilus and Criseyde; Book III 607,"And after to the souper, alle and some",and@conj after@adv to@prep the@def_art sopere@n1 al@gram_adjas_n and@conj som@pron,u Su S u Su Sx u Sx
Troilus and Criseyde; Book III 608,"Whan time was, ful softe they hem sette;",whan@adv&conj time@n ben@v%pt_3 ful@adv softe@adv thei@pron%pl_nom hem@pron%pl_obj setten@v%pt_pl,u Su S u Su S u Sx
Troilus and Criseyde; Book III 609,"God wot, ther was no deintee for to fette.",god@n1#propn witen@v1%pr_3 ther@adv ben@v%pt_3 no@gram_adj deinte@n for@prep#adv to@part fetten@v%inf,u S u S u Su S u Sx
