TYPE,headword,word,tag,oxford_count,riverside_count,oxford_files,riverside_files,oxford_contexts,riverside_contexts
BOTH,feden,fede,v%pr_pl,1,1,data/oxford_txts/SqT_oxford.txt,data/riverside_cats/SqT_riv.cat,The Squire's Tale 611: As briddes doon that men in cages fede.,The Squire's Tale 611: As briddes doon that men in cages fede
RIVERSIDE,feden,feede,v%inf,0,2,,data/riverside_cats/MLT_riv.cat; data/riverside_cats/TC4_riv.cat,,Troilus and Criseyde; Book IV 339: Medled with pleyntes new his wo to feede | The Man of Law's Tale 503: With loves fyve and fisshes two to feede
RIVERSIDE,feffen,feffe,v%imp,0,1,,data/riverside_cats/TC3_riv.cat,,Troilus and Criseyde; Book III 901: But feffe hym with a fewe wordes white
OXFORD,feinten,faint,v%inf,1,0,data/oxford_txts/BD_oxford.txt,,Book of the Duchess 488: His sorwful hert gan faste faint,
RIVERSIDE,feinten,faynte,v%inf,0,1,,data/riverside_cats/BD_riv.cat,,Book of the Duchess 488: Hys sorwful hert gan faste faynte
OXFORD,feinten,feinte,v%pr_1,1,0,data/oxford_txts/TC1_oxford.txt,,"Troilus and Criseyde; Book I 410: I noot, ne why unwery that I feinte.",
OXFORD,feinten,feinte,v%pr_3,1,0,data/oxford_txts/CYT_oxford.txt,,The Canon's Yeoman's Tale 753: I blow the fir til that° min herte feinte.°,
RIVERSIDE,feinten,feynte,v%pr_1,0,1,,data/riverside_cats/TC1_riv.cat,,Troilus and Criseyde; Book I 410: I noot ne whi unwery that I feynte
RIVERSIDE,feinten,feynte,v%pr_3,0,1,,data/riverside_cats/CYT_riv.cat,,The Canon's Yeoman's Tale 753: I blowe the fir til that myn herte feynte
OXFORD,felen,feel,v%pr_1,1,0,data/oxford_txts/KnT_oxford.txt,,"The Knight's Tale 2232: My thought, and seest what harmes that I feel",
BOTH,felen,felte,v%pt_pl,1,1,data/oxford_txts/NPT_oxford.txt,data/riverside_cats/NPT_riv.cat,The Nun's Priest's Tale 3135: Wher they ne felte noon effect in° dremes.,The Nun's Priest's Tale 3135: Wher they ne felte noon effect in dremes
RIVERSIDE,festen,feeste,v%inf,0,3,,data/riverside_cats/MLT_riv.cat; data/riverside_cats/MerT_riv.cat,,The Merchant's Tale 1892: Ypassed been thanne lat hire go to feeste | The Man of Law's Tale 380: That she moste han the Cristen folk to feeste | The Man of Law's Tale 1010: This senatour hath lad this child to feeste
OXFORD,festen,feste,v%inf,3,0,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/MLT_oxford.txt,,The Merchant's Tale 1892: Ypassed been; than lat hir go to feste. | The Man of Law's Tale 380: That she moste° han the Cristen folk to feste;° | The Man of Law's Tale 1010: This senatour hath lad this child to feste;,
RIVERSIDE,festen,feste,v%pr_pl,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 2157: There feste they there daunce they and synge
BOTH,fetten,fette,v%inf,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book III 609: God wot, ther was no deintee for to fette.",Troilus and Criseyde; Book III 609: God woot ther was no deynte for to fette
BOTH,fetten,fette,v%pt_2,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,Troilus and Criseyde; Book III 723: The whiche in forme of bole away thou fette;,Troilus and Criseyde; Book III 723: The which in forme of bole awey thow fette
BOTH,fetten,fette,v%pt_pl,1,2,data/oxford_txts/TC5_oxford.txt,data/riverside_cats/Thop_riv.cat; data/riverside_cats/TC5_riv.cat,Troilus and Criseyde; Book V 852: The spices and the win men forth hem fette;,Sir Thopas 851: They fette hym first the sweete wyn | Troilus and Criseyde; Book V 852: The spices and the wyn men forth hem fette
BOTH,fighten,fighte,v%inf,11,9,data/oxford_txts/MLT_oxford.txt; data/oxford_txts/Thop_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/Thop_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,100-ch 1437: With the boles° and the dragoun fighte; | 100-ch 1800: What! shal she fighte with an hardy° knight? | Sir Thopas 841:     For nedes moste he fighte°,Sir Thopas 841: For nedes moste he fighte | Troilus and Criseyde; Book IV 34: Caste on a day with Grekis for to fighte | The Knight's Tale 984: Faire in a feeld ther as he thoughte to fighte
BOTH,fighten,fighte,v%pr_pl,1,1,data/oxford_txts/RvT_oxford.txt,data/riverside_cats/RvT_riv.cat,"The Reeve's Tale 4291: Help, Simkin, for the false clerkes fighte.”",The Reeve's Tale 4291: Help Symkyn for the false clerkes fighte
BOTH,fighten,foghte,v%pt_pl,1,1,data/oxford_txts/KnT_oxford.txt,data/riverside_cats/KnT_riv.cat,The Knight's Tale 1660: Up to the ancle° foghte they in hir blood.,The Knight's Tale 1660: Up to the ancle foghte they in hir blood
RIVERSIDE,fighten,fyghte,v%inf,0,2,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 1437: With the boles and the dragoun fyghte | 100-ch 1800: What shal she fyghte with an hardy knyght
OXFORD,finden,find,v%inf,1,0,data/oxford_txts/BD_oxford.txt,,Book of the Duchess 208: Ye mowe it find the see beside;°,
OXFORD,finden,find,v%pr_pl,1,0,data/oxford_txts/NPT_oxford.txt,,The Nun's Priest's Tale 2957: Ne find yow nat repleet° of humours hote;,
OXFORD,finden,finde,v%inf,74,0,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/RvT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/PhyT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/PrT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MancT_oxford.txt; data/oxford_txts/MerPro_oxford.txt; data/oxford_txts/SNT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/TC1_oxford.txt,,"The Wife of Bath's Tale 920: Whereas he hopeth for to finde grace | The Wife of Bath's Tale 1150: For, God it woot,° men may wel often finde | The Merchant's Prologue 1229: Assaye° whoso° wol, and he shal finde",
OXFORD,finden,finde,v%pr_1,11,0,data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/SNT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MkT_oxford.txt,,"100-ch 917: Of trewe men I finde but few mo° | The Second Nun's Tale 124: She never cessed, as I writen finde | The Second Nun's Tale 251: The sote smel that in min herte I finde",
OXFORD,finden,finde,v%pr_2,1,0,data/oxford_txts/CYT_oxford.txt,,The Canon's Yeoman's Tale 1028: And if so be that thou me finde fals,
OXFORD,finden,finde,v%pr_3,4,0,data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/TC4_oxford.txt,,The Wife of Bath's Prologue 268: Til that she finde som man hir to chepe;° | Troilus and Criseyde; Book IV 916: That he yow nat biwopen thus ne finde | Parliament of Fowls 433: That ilke° day that ever she me finde,
OXFORD,finden,finde,v%pr_pl,12,0,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/PrT_oxford.txt,,"Troilus and Criseyde; Book II 1109: Quod Pandarus, “Loke alwey that ye finde | The Legend of Good Women; Prologue F 17: Than mote we to bokes° that we finde | The Prioress' Tale 652: But Jesu Crist, as ye in bookes finde",
BOTH,finden,fond,v%ppl,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,"House of Fame 1286: And fond me lous, and noght yholde,°",House of Fame 1286: And fond me lous and nought yholde
OXFORD,finden,fond,v%pt_pl,1,0,data/oxford_txts/HF_oxford.txt,,House of Fame 1810: Such game fond they in hir hode.°,
RIVERSIDE,finden,fonde,v%pt_pl,0,1,,data/riverside_cats/HF_riv.cat,,House of Fame 1810: Such game fonde they in her hod
OXFORD,finden,found,v%ppl,1,0,data/oxford_txts/HF_oxford.txt,,"House of Fame 2054: “That shal be found, that dar I leye”°:—",
OXFORD,finden,found,v%pt_pl,1,0,data/oxford_txts/LGW_FPro_oxford.txt,,The Legend of Good Women; Prologue F 160: Al° found they Daunger° for a time a lord,
BOTH,finden,founde,v%ppl,12,15,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/RvT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/ABC_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/TC3_oxford.txt,data/riverside_cats/ABC_riv.cat; data/riverside_cats/RvT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/BD_riv.cat,"100-ch 862: ¶And at the laste° her love than hath she founde | 100-ch 948: But, at the laste, whan he had hem° founde | 100-ch 2377: Her dombe° suster sitting hath she founde",100-ch 862: And at the laste hire love thanne hath she founde | 100-ch 948: But at the laste whan he hadde hem founde | 100-ch 1060: That hadde founde here lord here governour
BOTH,finden,founde,v%pt_pl,5,6,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/NPT_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/LGW_FPro_riv.cat,"100-ch 1025: Than founde they, depeinted° on a wal | The Knight's Tale 1009: ¶And so bifel that in the tas they founde | Book of the Duchess 89: To seke him, but they founde nought.",100-ch 1025: Thanne founde they depeynted on a wal | The Legend of Good Women; Prologue F 160: Al founde they Daunger for a tyme a lord | The Knight's Tale 1009: And so bifel that in the taas they founde
RIVERSIDE,finden,fynde,v%inf,0,74,,data/riverside_cats/MancT_riv.cat; data/riverside_cats/RvT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/PhyT_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/MerPro_riv.cat; data/riverside_cats/SNT_riv.cat,,The Wife of Bath's Tale 920: Where as he hopeth for to fynde grace | The Wife of Bath's Tale 1150: For God it woot men may wel often fynde | The Merchant's Prologue 1229: Assaye whoso wole and he shal fynde
RIVERSIDE,finden,fynde,v%pr_1,0,11,,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/SNT_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,,100-ch 917: Of trewe men I fynde but fewe mo | The Second Nun's Tale 124: She nevere cessed as I writen fynde | The Second Nun's Tale 251: The sweete smel that in myn herte I fynde
RIVERSIDE,finden,fynde,v%pr_2,0,2,,data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC1_riv.cat,,The Canon's Yeoman's Tale 1028: And if so be that thow me fynde fals | Troilus and Criseyde; Book I 831: And have my trouthe but thow it fynde so
RIVERSIDE,finden,fynde,v%pr_3,0,4,,data/riverside_cats/TC4_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/PF_riv.cat,,The Wife of Bath's Prologue 268: Til that she fynde som man hire to chepe | Troilus and Criseyde; Book IV 916: That he yow nat bywopen thus ne fynde | Parliament of Fowls 433: That ilke day that evere she me fynde
RIVERSIDE,finden,fynde,v%pr_pl,0,13,,data/riverside_cats/TC2_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/LGW_FPro_riv.cat,,Troilus and Criseyde; Book II 1109: Quod Pandarus Loke alwey that ye fynde | The Legend of Good Women; Prologue F 17: Than mote we to bokes that we fynde | The Prioress' Tale 652: But Jesu Crist as ye in bookes fynde
BOTH,finden,it,v%pr_1,1,1,data/oxford_txts/ClT_oxford.txt,data/riverside_cats/ClT_riv.cat,"The Clerk's Tale 855: But sooth is seid, algate I finde it trewe—",The Clerk's Tale 855: But sooth is seyd algate I fynde it trewe
RIVERSIDE,flen,fle,v%imp,0,1,,data/riverside_cats/TC2_riv.cat,,Troilus and Criseyde; Book II 1254: O fle naught in he seeth us I suppose
BOTH,flen,fledde,v%ppl,1,1,data/oxford_txts/TC1_oxford.txt,data/riverside_cats/TC1_riv.cat,Troilus and Criseyde; Book I 463: Alle othere dredes weren from him fledde,Troilus and Criseyde; Book I 463: Alle other dredes weren from him fledde
OXFORD,flen,flee,v%imp,1,0,data/oxford_txts/TC2_oxford.txt,,"Troilus and Criseyde; Book II 1254: “O flee not in, he seeth us, I suppose;",
RIVERSIDE,fleten,fleete,v%pr_1,0,1,,data/riverside_cats/KnT_riv.cat,,The Knight's Tale 2397: Ne reccheth nevere wher I synke or fleete
BOTH,fleten,flete,v%inf,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,Troilus and Criseyde; Book III 1671: For which he felte his herte in joye flete;,Troilus and Criseyde; Book III 1671: For which he felte his herte in joie flete
OXFORD,fleten,flete,v%pr_1,1,0,data/oxford_txts/KnT_oxford.txt,,The Knight's Tale 2397: Ne reccheth° never wher I sinke or flete.°,
BOTH,fleten,flete,v%pr_pl,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,Troilus and Criseyde; Book III 1221: For out of wo in blisse now they flete.,Troilus and Criseyde; Book III 1221: For out of wo in blisse now they flete
RIVERSIDE,flien,fle,v%imp,0,1,,data/riverside_cats/TC4_riv.cat,,Troilus and Criseyde; Book IV 306: Fle forth out of myn herte and lat it breste
OXFORD,flien,flee,v%imp,1,0,data/oxford_txts/TC4_oxford.txt,,"Troilus and Criseyde; Book IV 306: Flee forth out of min herte, and lat it breste",
BOTH,folden,folde,v%inf,3,3,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book II 1085: And radde it over, and gan the lettre folde. | Troilus and Criseyde; Book III 1201: Whan she him felte hir in his armes folde. | Troilus and Criseyde; Book IV 1230: And gan him in hire armes faste folde",Troilus and Criseyde; Book II 1085: And radde it over and gan the lettre folde | Troilus and Criseyde; Book III 1201: Whan she hym felte hire in his armes folde | Troilus and Criseyde; Book IV 1230: And gan hym in hire armes faste folde
OXFORD,folwen,folow,v%inf,1,0,data/oxford_txts/LGW_oxford.txt,,"100-ch 926: Folow thy lantern, as thou gost° biforn,°",
OXFORD,folwen,folowe,v%imp,1,0,data/oxford_txts/TC3_oxford.txt,,"Troilus and Criseyde; Book III 739: And folowe me, for I wol han the wite;",
RIVERSIDE,folwen,folwe,v%imp,0,1,,data/riverside_cats/TC3_riv.cat,,Troilus and Criseyde; Book III 739: And folwe me for I wol have the wite
BOTH,folwen,folwe,v%pr_3,1,1,data/oxford_txts/ClT_oxford.txt,data/riverside_cats/ClT_riv.cat,The Clerk's Tale 897: The folk hir folwe wepinge in hir weye,The Clerk's Tale 897: The folk hire folwe wepynge in hir weye
RIVERSIDE,folwen,folwed,v%pt_pl,0,1,,data/riverside_cats/KnT_riv.cat,,The Knight's Tale 2151: And folwed hym with mosel faste ybounde
OXFORD,fonden,fond,v%inf,2,0,data/oxford_txts/BD_oxford.txt; data/oxford_txts/MerT_oxford.txt,,"The Merchant's Tale 1410: And I wol fond t’espien,° on my side,° | Book of the Duchess 1332: Fond° to put this swevene in rime°",
BOTH,fonden,fonde,v%inf,14,16,data/oxford_txts/MLT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/Thop_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/PF_oxford.txt,data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/Thop_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/BD_riv.cat,"Troilus and Criseyde; Book II 273: Forthi hir wit to serven wol I fonde”– | Troilus and Criseyde; Book II 479: Ayeins my wil; but elles wol I fonde | The Canon's Yeoman's Tale 951: “Pees!” quod my lord, “The next time I shal fonde°",Troilus and Criseyde; Book II 273: Forthi hire wit to serven wol I fonde | Troilus and Criseyde; Book II 479: Ayeins my wyl but elles wol I fonde | The Canon's Yeoman's Tale 951: Pees quod my lord the nexte tyme I wol fonde
OXFORD,forbeden,forbede,v%inf,1,0,data/oxford_txts/TC3_oxford.txt,,"Troilus and Criseyde; Book III 467: To bidde him ought to done, or ought forbede;",
BOTH,forbeden,forbede,v%pr_3,15,15,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC3_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 125: And seide, “Allas, my nece, God forbede | The Shipman's Tale 208: ¶“Now, elles° God forbede, sir,” quod she | 100-ch 910: ¶“But God forbede° but° a woman can",The Shipman's Tale 125: And seyde Allas my nece God forbede | The Shipman's Tale 208: Now elles God forbede sire quod she | 100-ch 910: But God forbede but a woman can
