headword,word,tag,line_number,filename,context,text_type,source_file
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 880,data/oxford_txts/TC3_oxford.txt,"But of malice, if that I shal nought lie.",OXFORD,TC3_gui_complete.csv
don,doon,v%pr_pl,Troilus and Criseyde; Book III 882,data/oxford_txts/TC3_oxford.txt,Ye neither bountee doon ne gentilesse!”,OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 884,data/oxford_txts/TC3_oxford.txt,And ye therwith shal stinte al his disese;,OXFORD,TC3_gui_complete.csv
haven,have,v%imp,Troilus and Criseyde; Book III 885,data/oxford_txts/TC3_oxford.txt,"Have here, and bereth him this blewe ringe",OXFORD,TC3_gui_complete.csv
witen,wot,v%pr_pl,Troilus and Criseyde; Book III 897,data/oxford_txts/TC3_oxford.txt,“Wot ye not wel that noble and heigh corage,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book III 914,data/oxford_txts/TC3_oxford.txt,I wol myself be with yow al this night.,OXFORD,TC3_gui_complete.csv
don,doon,v%inf,Troilus and Criseyde; Book III 927,data/oxford_txts/TC3_oxford.txt,"And em, ywis, fain wolde I doon the beste",OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 930,data/oxford_txts/TC3_oxford.txt,"I am, til God me bettre minde sende",OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 932,data/oxford_txts/TC3_oxford.txt,"Quod Pandarus, “Ye, nece, wol ye here?",OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 934,data/oxford_txts/TC3_oxford.txt,"It semeth hard, for wrecches wol not lere",OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 945,data/oxford_txts/TC3_oxford.txt,For I am here al in your governaunce.”,OXFORD,TC3_gui_complete.csv
sen,see,v%imp,Troilus and Criseyde; Book III 962,data/oxford_txts/TC3_oxford.txt,"And seide, “Nece, see how this lord can knele!",OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 967,data/oxford_txts/TC3_oxford.txt,"Can I not seyn, for she bad him not rise",OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 974,data/oxford_txts/TC3_oxford.txt,"Quod Pandarus, “Now wol ye wel biginne;",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1000,data/oxford_txts/TC3_oxford.txt,"Have and ay shal, how sore that me smerte",OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1024,data/oxford_txts/TC3_oxford.txt,"To seyn right thus, ‘Ye, jalousie is love!’",OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book III 1041,data/oxford_txts/TC3_oxford.txt,I wol not calle it but illusioun,OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 1044,data/oxford_txts/TC3_oxford.txt,"“Of which I am right sory, but not wrooth;",OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1081,data/oxford_txts/TC3_oxford.txt,What mighte he seyn? he felte he nas but deed,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1104,data/oxford_txts/TC3_oxford.txt,"“Ye, nece, wol ye pullen out the thorn",OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 1110,data/oxford_txts/TC3_oxford.txt,"“Ywis, my dere herte, I am nought wrooth",OXFORD,TC3_gui_complete.csv
haven,have,v%imp,Troilus and Criseyde; Book III 1111,data/oxford_txts/TC3_oxford.txt,Have here my trouthe and many another ooth;,OXFORD,TC3_gui_complete.csv
ginnen,gan,v%pt_pl,Troilus and Criseyde; Book III 1115,data/oxford_txts/TC3_oxford.txt,"They gan to frote, and wete his temples tweine",OXFORD,TC3_gui_complete.csv
don,do,v%pr_pl,Troilus and Criseyde; Book III 1125,data/oxford_txts/TC3_oxford.txt,“Why do ye with yourselven thus amis?”,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1127,data/oxford_txts/TC3_oxford.txt,"What, Troilus! wol ye do thus, for shame?”",OXFORD,TC3_gui_complete.csv
haven,han,v%inf,Troilus and Criseyde; Book III 1160,data/oxford_txts/TC3_oxford.txt,She mighte on him han loked at the leste;,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1168,data/oxford_txts/TC3_oxford.txt,Wol ye the childish jalous contrefete?,OXFORD,TC3_gui_complete.csv
haven,have,v%imp,Troilus and Criseyde; Book III 1173,data/oxford_txts/TC3_oxford.txt,"Have mercy, swete herte min, Criseyde!",OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book III 1175,data/oxford_txts/TC3_oxford.txt,"Be any wrong, I wol no more trespace;",OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1178,data/oxford_txts/TC3_oxford.txt,"That is to seyn, that I foryeve al this;",OXFORD,TC3_gui_complete.csv
don,do,v%pr_pl,Troilus and Criseyde; Book III 1180,data/oxford_txts/TC3_oxford.txt,And beth wel war ye do no more amis.”,OXFORD,TC3_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book III 1193,data/oxford_txts/TC3_oxford.txt,"I can no more, but of thise ilke tweie",OXFORD,TC3_gui_complete.csv
haven,han,v%inf,Troilus and Criseyde; Book III 1215,data/oxford_txts/TC3_oxford.txt,Ful bittre drink; and for to han gladnesse,OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1260,data/oxford_txts/TC3_oxford.txt,"As I, which ye han brought fro cares colde.",OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1266,data/oxford_txts/TC3_oxford.txt,"Yet were al lost, that dar I wel seyn, certes",OXFORD,TC3_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book III 1273,data/oxford_txts/TC3_oxford.txt,"I can no more, but laude and reverence",OXFORD,TC3_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book III 1282,data/oxford_txts/TC3_oxford.txt,Here may men seen that mercy passeth right;,OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1290,data/oxford_txts/TC3_oxford.txt,Sin God hath wrought me for I shal yow serve,OXFORD,TC3_gui_complete.csv
mouen,may,v%pr_1,Troilus and Criseyde; Book III 1293,data/oxford_txts/TC3_oxford.txt,So techeth me how that I may deserve,OXFORD,TC3_gui_complete.csv
don,do,v%pr_1,Troilus and Criseyde; Book III 1295,data/oxford_txts/TC3_oxford.txt,Ne do no thing that yow be displesaunce.,OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1297,data/oxford_txts/TC3_oxford.txt,"This dar I seyn, that trouthe and diligence",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 1298,data/oxford_txts/TC3_oxford.txt,That shal ye finden in me al my lif,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book III 1299,data/oxford_txts/TC3_oxford.txt,"Ny wol not, certein, breken your defence;",OXFORD,TC3_gui_complete.csv
don,do,v%pr_1,Troilus and Criseyde; Book III 1300,data/oxford_txts/TC3_oxford.txt,"And if I do, present or in absence",OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1312,data/oxford_txts/TC3_oxford.txt,"But juggeth, ye that han ben at the feste",OXFORD,TC3_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book III 1314,data/oxford_txts/TC3_oxford.txt,"I can no more, but thus thise ilke tweie",OXFORD,TC3_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book III 1324,data/oxford_txts/TC3_oxford.txt,"But sooth is, though I can not tellen al",OXFORD,TC3_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book III 1369,data/oxford_txts/TC3_oxford.txt,Of which I can nought tellen no scripture;,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1380,data/oxford_txts/TC3_oxford.txt,"They wol sey “Yis,” but Lord! so that they lie",OXFORD,TC3_gui_complete.csv
shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 1384,data/oxford_txts/TC3_oxford.txt,They shul forgo the white and ek the rede,OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 1426,data/oxford_txts/TC3_oxford.txt,Or elles I am lost for evermo!,OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1451,data/oxford_txts/TC3_oxford.txt,That night and love han stole and faste ywryen,OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1457,data/oxford_txts/TC3_oxford.txt,“Allas! what han thise loveres thee agilt,OXFORD,TC3_gui_complete.csv
leten,lete,v%imp,Troilus and Criseyde; Book III 1460,data/oxford_txts/TC3_oxford.txt,Thy pouring in wol nowher lete hem dwelle.,OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1463,data/oxford_txts/TC3_oxford.txt,"We wol thee nought, us nedeth no day haven.”",OXFORD,TC3_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book III 1465,data/oxford_txts/TC3_oxford.txt,"And seide, “O fool, wel may men thee dispise",OXFORD,TC3_gui_complete.csv
don,doon,v%inf,Troilus and Criseyde; Book III 1478,data/oxford_txts/TC3_oxford.txt,"“What shal I doon, for certes, I not how",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1479,data/oxford_txts/TC3_oxford.txt,"Ne whanne, allas! I shal the time see",OXFORD,TC3_gui_complete.csv
mouen,may,v%pr_1,Troilus and Criseyde; Book III 1480,data/oxford_txts/TC3_oxford.txt,That in this plit I may be eft with yow;,OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 1483,data/oxford_txts/TC3_oxford.txt,"That I am deed anoon, but I retourne.",OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 1512,data/oxford_txts/TC3_oxford.txt,"For I am thin, by God and by my trouthe!",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1514,data/oxford_txts/TC3_oxford.txt,"Thus seide I never er this, ne shal to mo;",OXFORD,TC3_gui_complete.csv
thinken,thinking,v%prp_abs,Troilus and Criseyde; Book III 1539,data/oxford_txts/TC3_oxford.txt,"Thinking how she, for whom desir him brende",OXFORD,TC3_gui_complete.csv
thanken,thonking,v%prp_abs,Troilus and Criseyde; Book III 1552,data/oxford_txts/TC3_oxford.txt,Thonking Love he so wel hir bisette;,OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1559,data/oxford_txts/TC3_oxford.txt,Han litel laiser had to slepe and mete;,OXFORD,TC3_gui_complete.csv
connen,can,v%pr_pl,Troilus and Criseyde; Book III 1563,data/oxford_txts/TC3_oxford.txt,"This mery morwe, nece, how can ye fare?”",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1572,data/oxford_txts/TC3_oxford.txt,"And seide, “Nece, if that I shal ben deed",OXFORD,TC3_gui_complete.csv
haven,have,v%imp,Troilus and Criseyde; Book III 1573,data/oxford_txts/TC3_oxford.txt,"Have here a swerd, and smiteth of min heed.”",OXFORD,TC3_gui_complete.csv
beren,born,v%ppl,Troilus and Criseyde; Book III 1596,data/oxford_txts/TC3_oxford.txt,That he was born to bringe him fro distresse.,OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1622,data/oxford_txts/TC3_oxford.txt,"That I shal seyn, be war of this mischeef",OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1622,data/oxford_txts/TC3_oxford.txt,"That I shal seyn, be war of this mischeef",OXFORD,TC3_gui_complete.csv
ben,be,v%imp,Troilus and Criseyde; Book III 1622,data/oxford_txts/TC3_oxford.txt,"That I shal seyn, be war of this mischeef",OXFORD,TC3_gui_complete.csv
ben,be,v%imp,Troilus and Criseyde; Book III 1630,data/oxford_txts/TC3_oxford.txt,"Be not to rakel, though thou sitte warme",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1640,data/oxford_txts/TC3_oxford.txt,"My dere frend, that I shal so me bere",OXFORD,TC3_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book III 1648,data/oxford_txts/TC3_oxford.txt,"And seide, “Freend, as I am trewe knight",OXFORD,TC3_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1649,data/oxford_txts/TC3_oxford.txt,And by that feith I shal to God and yow,OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1705,data/oxford_txts/TC3_oxford.txt,Han goon som bypath in despit of me;,OXFORD,TC3_gui_complete.csv
gon,gon,v%inf,Troilus and Criseyde; Book III 1781,data/oxford_txts/TC3_oxford.txt,The smale bestes leet he gon biside.,OXFORD,TC3_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book III 1793,data/oxford_txts/TC3_oxford.txt,"For sooth to seyn, he lost held every wight",OXFORD,TC3_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1811,data/oxford_txts/TC3_oxford.txt,That ye thus fer han deined me to gide,OXFORD,TC3_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book III 1812,data/oxford_txts/TC3_oxford.txt,"I can no more, but sin that ye wol wende",OXFORD,TC3_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 1812,data/oxford_txts/TC3_oxford.txt,"I can no more, but sin that ye wol wende",OXFORD,TC3_gui_complete.csv
beren,born,v%ppl,The Merchant's Tale 1246,data/oxford_txts/MerT_oxford.txt,"A worthy knight, that born was of Pavie",OXFORD,MerT_gui_complete.csv
don,doon,v%pr_pl,The Merchant's Tale 1251,data/oxford_txts/MerT_oxford.txt,As doon thise foles° that ben seculeer.°,OXFORD,MerT_gui_complete.csv
connen,can,v%pr_1,The Merchant's Tale 1254,data/oxford_txts/MerT_oxford.txt,"I can nat sey, but swich a greet corage°",OXFORD,MerT_gui_complete.csv
seien,sey,v%inf,The Merchant's Tale 1254,data/oxford_txts/MerT_oxford.txt,"I can nat sey, but swich a greet corage°",OXFORD,MerT_gui_complete.csv
taken,take,v%imp,The Merchant's Tale 1296,data/oxford_txts/MerT_oxford.txt,"“Ne take no wif,” quod he, “for housbondrie,°",OXFORD,MerT_gui_complete.csv
taken,take,v%imp,The Merchant's Tale 1309,data/oxford_txts/MerT_oxford.txt,¶But take no kepe of° al swich vanitee;,OXFORD,MerT_gui_complete.csv
defien,deffye,v%imp,The Merchant's Tale 1310,data/oxford_txts/MerT_oxford.txt,Deffye Theofraste and herke° me.,OXFORD,MerT_gui_complete.csv
herken,herke,v%imp,The Merchant's Tale 1310,data/oxford_txts/MerT_oxford.txt,Deffye Theofraste and herke° me.,OXFORD,MerT_gui_complete.csv
herken,herke,v%imp,The Merchant's Tale 1323,data/oxford_txts/MerT_oxford.txt,"And herke why, I sey nat this for noght",OXFORD,MerT_gui_complete.csv
seien,nat,v%pr_1,The Merchant's Tale 1323,data/oxford_txts/MerT_oxford.txt,"And herke why, I sey nat this for noght",OXFORD,MerT_gui_complete.csv
mouen,may,v%pr_pl,The Merchant's Tale 1330,data/oxford_txts/MerT_oxford.txt,"Heer may ye se, and heerby may ye preve,°",OXFORD,MerT_gui_complete.csv
mouen,may,v%pr_pl,The Merchant's Tale 1330,data/oxford_txts/MerT_oxford.txt,"Heer may ye se, and heerby may ye preve,°",OXFORD,MerT_gui_complete.csv
connen,can,v%pr_1,The Merchant's Tale 1339,data/oxford_txts/MerT_oxford.txt,"That° hath a wif? certes, I can nat seye.",OXFORD,MerT_gui_complete.csv
preien,prey,v%inf,The Merchant's Tale 1353,data/oxford_txts/MerT_oxford.txt,Or elles° prey to God him for to sende,OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_pl,The Merchant's Tale 1361,data/oxford_txts/MerT_oxford.txt,Do alwey° so as° wommen wol thee rede.°,OXFORD,MerT_gui_complete.csv
haven,han,v%inf,The Merchant's Tale 1371,data/oxford_txts/MerT_oxford.txt,"Sholde han be slain; and loke,° Ester also",OXFORD,MerT_gui_complete.csv
sufferen,suffre,v%imp,The Merchant's Tale 1377,data/oxford_txts/MerT_oxford.txt,"Suffre° thy wives tonge, as Caton° bit;°",OXFORD,MerT_gui_complete.csv
loven,love,v%imp,The Merchant's Tale 1384,data/oxford_txts/MerT_oxford.txt,"Love wel thy wif, as Crist loveth his chirche.",OXFORD,MerT_gui_complete.csv
ben,am,v%pr_1,The Merchant's Tale 1400,data/oxford_txts/MerT_oxford.txt,"He seide, “Freendes, I am hoor and old",OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_1,The Merchant's Tale 1405,data/oxford_txts/MerT_oxford.txt,"For I wol be, certein, a wedded man",OXFORD,MerT_gui_complete.csv
preien,prey,v%pr_1,The Merchant's Tale 1408,data/oxford_txts/MerT_oxford.txt,"I prey yow, shapeth° for my mariage",OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_1,The Merchant's Tale 1409,data/oxford_txts/MerT_oxford.txt,"Al sodeinly, for I wol nat abide;°",OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_1,The Merchant's Tale 1410,data/oxford_txts/MerT_oxford.txt,"And I wol fond t’espien,° on my side,°",OXFORD,MerT_gui_complete.csv
fonden,fond,v%inf,The Merchant's Tale 1410,data/oxford_txts/MerT_oxford.txt,"And I wol fond t’espien,° on my side,°",OXFORD,MerT_gui_complete.csv
mouen,may,v%pr_1,The Merchant's Tale 1411,data/oxford_txts/MerT_oxford.txt,To whom I may be wedded hastily.,OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_1,The Merchant's Tale 1416,data/oxford_txts/MerT_oxford.txt,I wol non old wif han in no manere.°,OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_1,The Merchant's Tale 1421,data/oxford_txts/MerT_oxford.txt,I wol° no womman thritty yeer of age,OXFORD,MerT_gui_complete.csv
connen,can,v%pr_pl,The Merchant's Tale 1424,data/oxford_txts/MerT_oxford.txt,"They can° so muchel craft° on Wades boot,°",OXFORD,MerT_gui_complete.csv
mouen,may,v%pr_pl,The Merchant's Tale 1430,data/oxford_txts/MerT_oxford.txt,Right as men may warm wex with handes plie.°,OXFORD,MerT_gui_complete.csv
seien,sey,v%pr_1,The Merchant's Tale 1431,data/oxford_txts/MerT_oxford.txt,"Wherfore I sey yow pleinly, in a clause,°",OXFORD,MerT_gui_complete.csv
willen,wol,v%pr_1,The Merchant's Tale 1432,data/oxford_txts/MerT_oxford.txt,I wol non old wif han right for this cause.°,OXFORD,MerT_gui_complete.csv
haven,han,v%inf,The Merchant's Tale 1432,data/oxford_txts/MerT_oxford.txt,I wol non old wif han right for this cause.°,OXFORD,MerT_gui_complete.csv
haven,han,v%inf,The Merchant's Tale 1434,data/oxford_txts/MerT_oxford.txt,"That I in hir ne coude° han no plesaunce,°",OXFORD,MerT_gui_complete.csv
haven,had,v%pt_pl,The Merchant's Tale 1438,data/oxford_txts/MerT_oxford.txt,Yet were me lever° houndes had me eten,OXFORD,MerT_gui_complete.csv
tellen,tell,v%pr_1,The Merchant's Tale 1440,data/oxford_txts/MerT_oxford.txt,"In straunge hand, and this I tell yow alle.",OXFORD,MerT_gui_complete.csv
witen,woot,v%pr_1,The Merchant's Tale 1441,data/oxford_txts/MerT_oxford.txt,"I dote° nat, I woot° the cause why",OXFORD,MerT_gui_complete.csv
ben,am,v%pr_1,The Merchant's Tale 1456,data/oxford_txts/MerT_oxford.txt,"But sires, by your leve, that am nat I.",OXFORD,MerT_gui_complete.csv
witen,woot,v%pr_1,The Merchant's Tale 1460,data/oxford_txts/MerT_oxford.txt,I woot myselven best what I may do.,OXFORD,MerT_gui_complete.csv
mouen,may,v%pr_1,The Merchant's Tale 1460,data/oxford_txts/MerT_oxford.txt,I woot myselven best what I may do.,OXFORD,MerT_gui_complete.csv
haven,han,v%pr_pl,The Merchant's Tale 1467,data/oxford_txts/MerT_oxford.txt,"And sin that ye han herd al min entente,°",OXFORD,MerT_gui_complete.csv
preien,prey,v%pr_1,The Merchant's Tale 1468,data/oxford_txts/MerT_oxford.txt,I prey yow to my wil ye wole assente.”,OXFORD,MerT_gui_complete.csv
haven,had,v%pt_pl,The Merchant's Tale 1479,data/oxford_txts/MerT_oxford.txt,"Ful litel nede° had ye, my lord so dere",OXFORD,MerT_gui_complete.csv
witen,woot,v%pr_1,The Merchant's Tale 1498,data/oxford_txts/MerT_oxford.txt,I woot wel that my lord can° more than I.,OXFORD,MerT_gui_complete.csv
seien,sey,v%pr_1,The Merchant's Tale 1500,data/oxford_txts/MerT_oxford.txt,"I sey the same, or elles thing semblable.°",OXFORD,MerT_gui_complete.csv
haven,han,v%pr_pl,The Merchant's Tale 1506,data/oxford_txts/MerT_oxford.txt,Ye han yourselven shewed° heer today,OXFORD,MerT_gui_complete.csv
haven,han,v%inf,The Merchant's Tale 1511,data/oxford_txts/MerT_oxford.txt,"N’in° al° Itaille, that coude bet° han said;",OXFORD,MerT_gui_complete.csv
ben,be,v%imp,The Merchant's Tale 1521,data/oxford_txts/MerT_oxford.txt,"“Now brother min, be pacient, I preye",OXFORD,MerT_gui_complete.csv
haven,han,v%pr_pl,The Merchant's Tale 1522,data/oxford_txts/MerT_oxford.txt,"Sin ye han seid,° and herkneth° what I seye.",OXFORD,MerT_gui_complete.csv
warnen,warn,v%pr_1,The Merchant's Tale 1530,data/oxford_txts/MerT_oxford.txt,I warn yow wel it is no childes pley,OXFORD,MerT_gui_complete.csv
